tax_id,psychrophilic
1460372,TRUE
1801,TRUE
216929,TRUE
1341646,TRUE
1788,TRUE
319706,TRUE
1782,TRUE
39692,TRUE
1781,TRUE
28047,TRUE
1776,TRUE
258505,TRUE
220927,TRUE
39693,TRUE
47839,TRUE
59750,TRUE
2212479,TRUE
1780,TRUE
1789,TRUE
1807,TRUE
525368,TRUE
1767,TRUE
1797,TRUE
1778,TRUE
1771,TRUE
1823,TRUE
1206723,TRUE
53461,TRUE
326522,TRUE
257275,TRUE
1206739,TRUE
326523,TRUE
1210076,TRUE
75688,TRUE
282199,TRUE
28091,TRUE
145285,TRUE
2576308,TRUE
63128,TRUE
1206735,TRUE
941184,TRUE
228599,TRUE
67774,TRUE
1691563,TRUE
83456,TRUE
209246,TRUE
1227500,TRUE
1314754,TRUE
37330,TRUE
797304,TRUE
1210093,TRUE
797303,TRUE
37329,TRUE
37327,TRUE
45979,TRUE
28449,TRUE
1206721,TRUE
64602,TRUE
29288,TRUE
1210067,TRUE
228600,TRUE
640030,TRUE
248552,TRUE
53430,TRUE
53432,TRUE
132249,TRUE
300029,TRUE
209249,TRUE
280618,TRUE
53429,TRUE
263910,TRUE
1210098,TRUE
619304,TRUE
1227495,TRUE
1210096,TRUE
37333,TRUE
1210080,TRUE
480520,TRUE
1931275,TRUE
37332,TRUE
44470,TRUE
1818,TRUE
67263,TRUE
150832,TRUE
1210072,TRUE
1210070,TRUE
208602,TRUE
85688,TRUE
1210073,TRUE
37328,TRUE
1210089,TRUE
1206728,TRUE
34011,TRUE
1206736,TRUE
1210071,TRUE
95162,TRUE
115979,TRUE
1206734,TRUE
2800120,TRUE
220687,TRUE
1223549,TRUE
13769,TRUE
34,TRUE
179467,TRUE
203799,TRUE
1804624,TRUE
109329,TRUE
694055,TRUE
46182,TRUE
29299,TRUE
867902,TRUE
46176,TRUE
141693,TRUE
135193,TRUE
2479765,TRUE
60489,TRUE
391616,TRUE
529,TRUE
125288,TRUE
2014,TRUE
46179,TRUE
96468,TRUE
180198,TRUE
46178,TRUE
158500,TRUE
46177,TRUE
1909734,TRUE
1246444,TRUE
43678,TRUE
1888209,TRUE
46181,TRUE
161536,TRUE
189691,TRUE
82346,TRUE
209247,TRUE
28255,TRUE
59839,TRUE
279238,TRUE
450804,TRUE
157465,TRUE
200618,TRUE
179819,TRUE
37484,TRUE
109465,TRUE
180199,TRUE
46172,TRUE
182710,TRUE
124285,TRUE
157839,TRUE
1220558,TRUE
1655543,TRUE
1247,TRUE
44251,TRUE
1255632,TRUE
46173,TRUE
2047734,TRUE
65515,TRUE
59846,TRUE
205844,TRUE
1820010,TRUE
160799,TRUE
109330,TRUE
1849018,TRUE
171404,TRUE
130049,TRUE
171401,TRUE
48935,TRUE
171693,TRUE
46171,TRUE
46180,TRUE
116718,TRUE
46174,TRUE
129578,TRUE
1219057,TRUE
391626,TRUE
160689,TRUE
