ID,designation_header,strain_number_header,is_type_strain_header,species,Temperature
7637,"PM 129","DSM 20032, ATCC 27570, CCM 2690, CCUG 33026, JCM 7237, CIP 81.69, GIFU 9131, IAM 13590, IFO 15354, LMG 14215, NBRC 15354, NCIMB 14427, NCTC 11038, NRRL B-14835, VKM Ac-2190, VKM B-1811",1,"Rothia kristinae",45
7777,5762/67,"DSM 20746, ATCC 25296, CCM 2417, NCTC 10663, CCUG 20962, CIP 71.14, JCM 10910, GIFU 9911, GTC 311, IAM 14815, IFM 10890, IFO 15673, IMSNU 22101, NBRC 15673, NCDO 2360, NCIMB 702360, PCM 2415, CCUG 3707",1,"Rothia mucilaginosa",45
7781,"B905/96, SVA B 905/96, B 905","DSM 15694, CCUG 35957, JCM 10909, CIP 106912, IFM 108899",1,"Rothia nasimurium",45
13775,A-col-R2A-4,"CCUG 51818, HAMBI 2468/2, DSM 16685, HAMBI 2468",0,"Rubellimicrobium sp.",45-50
13776,E-R2A-8a,"DSM 16686, HAMBI 2509, CCUG 51819",0,"Rubellimicrobium sp.",45
,,,,,45-50
175189,,"DSM 108134, CFH 75288",0,"Rubellimicrobium sp.",45
13774,"C-lvkR2A-2, C-lvk-R2A-2","DSM 16684, CCUG 51817, HAMBI 2421, CIP 109278",1,"Rubellimicrobium thermophilum",45
,,,,,45-52
62,H-8,"DSM 14296, ATCC BAA-385",1,"Rubritepida flocculans",50
140498,SAORIC-476,"NBRC 110607, KACC 18401",1,"Rubrivirga profundi",45
162409,RG-1,"JCM 19154, CECT 8308, DSM 106799",1,"Rubrobacter calidifluminis",60
162411,,"JCM 19156",0,"Rubrobacter calidifluminis",60
162410,RG-3,"JCM 19155, CECT 8310, DSM 106800",1,"Rubrobacter naiadicus",60
162412,,"JCM 19157",0,"Rubrobacter naiadicus",60
14035,P-1,"DSM 5868, ATCC 51242, DSM 46359, IAM 12072, JCM 2153, BCRC 17324, CIP 106991, IFO 14777, IMET 11468, NBRC 14777, NCIMB 12766, VKM Ac-1989",1,"Rubrobacter radiotolerans",45-50
139787,HPK2-2,"DSM 102139, LMG 29988",1,"Rubrobacter spartanus",50
134093,LS-293,"ATCC BAA-406, BCRC 17173, JCM 12932",1,"Rubrobacter taiwanensis",55
,,,,,60
14036,PRD-1,"DSM 9941, IFO 16129, NBRC 16129, JCM 11954, CIP 105412, NBRC 100952",1,"Rubrobacter xylanophilus",45-55
,,,,,50
,,,,,60
13780,"1480, Rüger, Rüger, 1480","DSM 5823, JCM 21234, ATCC 700000, CIP 105975, IAM 14463, IFO 15792, NBRC 15792",1,"Ruegeria atlantica",45
135100,5OM10,"CIP 108403, CECT 5091, LMG 29896",1,"Ruegeria denitrificans",45
13782,ITI-1157,"DSM 11314",1,"Ruegeria lacuscaerulensis",45
2760,H10,"DSM 5812, ATCC 35319, JCM 6584",1,"Ruminiclostridium cellulolyticum",45
,,,,,50
2840,,"DSM 25723, FERM P-9684, JCM 17888, KCTC 15379",1,"Ruminiclostridium josui",45
18131,1446,"DSM 15030, JCM 11075, NBRC 101231, NRRL NRS-1691, CIP 107434, DSM 7260, KCTC 13923",1,"Rummeliibacillus pycnus",55
133027,JM-1350,"DSM 103533, CCM 8702, LMG 29710, CIP 111111",1,"Saccharibacillus endophyticus",45
3773,,"DSM 9555, ATCC 19072, IAM 14302, NCIMB 2218, JCM 21142, CECT 7602, CIP 104805, IFO 15936, LMG 1338, NBRC 15936",1,"Saccharicrinis fermentans",45
1390,657,"DSM 4749, ATCC 43125, CCM 3586",1,"Saccharococcus thermophilus",50
158656,HS-3,"JCM 32116, InaCC Ar80",1,"Saccharolobus caldissimus",65-93
,,,,,85
16654,B12,"DSM 5389, ATCC 51178, JCM 8931, IFO 15437, NBRC 15437",1,"Saccharolobus shibatae",75
16650,P1,"DSM 1616, ATCC 35091, JCM 8930, IFO 15158, IFO 15331, NBRC 15158, NBRC 15331",1,"Saccharolobus solfataricus",70
,,,,,80
16651,P2,"DSM 1617, JCM 11322, ATCC 35092",0,"Saccharolobus solfataricus",70
16652,"P1, P1-G","DSM 5354",0,"Saccharolobus solfataricus",75
16653,MT-4,"DSM 5833",0,"Saccharolobus solfataricus",85
163905,,"JCM 30930",0,"Saccharolobus solfataricus",80
13422,,"DSM 43068, ATCC 15345, CBS 110.62, CCM 3262, KCC A-0120, ETH 28747, JCM 3120, BCRC 12633, CCUG 4910, CMI 104409, KCTC 9153, KCTC 9476",0,"Saccharomonospora caesia",45
13425,K63,"DSM 43770",0,"Saccharomonospora glauca",50
13426,K68,"DSM 43771",0,"Saccharomonospora glauca",50
13427,,"DSM 44012, CBS 498.63, IFO 12530, JCM 3033, KCC A-0033, KCTC 9645, NBRC 12530, BCRC 12631, VKM Ac-698",0,"Saccharomonospora glauca",50
161116,,"JCM 10978, IFO 14050, KCTC 3673, NBRC 14050",0,"Saccharomonospora glauca",45
13432,8,"DSM 44411, JCM 11761, NRRL B-24125, BCRC 16373, CIP 107429, CPCC 203285",1,"Saccharomonospora halophila",45
13434,,"DSM 44619, CCRC 16315, CCTCC AA 001018, YIM 90007, JCM 13241, BCRC 16315, KCTC 9971, CIP 107982",1,"Saccharomonospora iraqiensis subsp. paurometabolica",45
13416,,"DSM 43671, ATCC 33517, IFO 15919, IMET 9677, INMI 632, JCM 3315, KCC A-0315, NBRC 15919, VKM A-802, CGMCC 4.1335, KACC 20067, KCTC 9156, VKM Ac-802",0,"Micropolyspora internata",50
13454,"A54, A735","DSM 44065, ATCC 49856, IFO 15046, JCM 8090, NBRC 15046, NCIB 12824, IMSNU 20124, KCTC 9485, NCIMB 12824, NRRL B-16507",1,"Saccharopolyspora hordei",45
13452,"A 1016, A 87","DSM 43882, JCM 6304, NCIMB 12474",0,"Saccharopolyspora hordei",45
13453,,"DSM 43883, JCM 6303",0,"Saccharopolyspora hordei",45
13441,,"DSM 43747, ATCC 33515, BKM A-810, INMI 683, KCC A-0057, VKM A-810, VKM Ac-810, JCM 3057, CGMCC 4.1362, IFM 0101, IFM 10562, IFM 1130, IFO 12464, IMSNU 20125, KACC 20055, KCTC 9487, MTCC 1547, NBRC 12464, NCIMB 12296, NRRL B-16280",1,"Saccharopolyspora rectivirgula",45
,,,,,50
,,,,,55
13437,"A 94","DSM 43113, ATCC 15347, CBS 100.63, CUB 134, ETH 31520, JCM 3099, KCC A-0099, NCIB 9984, BCRC 13418, CCM 3263, CCUG 15939, CCUG 4911, CECT 3218, CECT 3223, CMI 104402, IFO 12991, IMET 9545, MTCC 266, NBIMCC 1473, NBRC 12991, NCIMB 9984, NRRL B-8014, PCM 2250, VTT E-81130",0,"Saccharopolyspora rectivirgula",55
13438,"A 1313","DSM 43114, ATCC 29034",0,"Saccharopolyspora rectivirgula",55
13439,T-150,"DSM 43371",0,"Saccharopolyspora rectivirgula",55
13440,"K 1325","DSM 43755, IMET 9553",0,"Saccharopolyspora rectivirgula",45
13442,,"DSM 46163, CUB 404, IMET 9544",0,"Saccharopolyspora rectivirgula",50
13443,655-6,"DSM 46169, IMET 9557",0,"Saccharopolyspora rectivirgula",50
155898,,"CCUG 59596",0,"Saccharopolyspora sp.",56
132513,T3,"DSM 46801, CGMCC 4.7206, JCM 33044",1,"Saccharopolyspora thermophila",45
13457,216,"DSM 44575, AS 4.1511, IFO 16346, JCM 10664, NBRC 16346, CGMCC 4.1511, KCTC 19903",1,"Saccharopolyspora thermophila",45
,,,,,50
24542,YIM-Y25,"DSM 19800, KCTC 22169, CCTCC AA 207033, UCCCB26",1,"Saccharospirillum salsuginis",50
132669,MB27,"DSM 46885, CECT 9045",1,"Saccharothrix isguenensis",45
5640,"Fg 69","DSM 17794, CIP 107843, KMM 6000",1,"Salegentibacter flavus",45
5641,,"DSM 23405, KMM 3524, LMG 21968, NBRC 100249, CIP 108846",1,"Salegentibacter holothuriorum",45
134252,BY-5,"KCTC 3989, CIP 108918",1,"Salimicrobium luteum",45
17796,M31,"DSM 13855, CECT 5946, CIP 107417",1,"Salinibacter ruber",45
7488,,"DSM 16400, KCTC 9931, KMM 3673, JCM 12362, CIP 108377, IAM 15155, NBRC 100448",1,"Salinibacterium amurskyense",45
14428,T8,"DSM 16010, AS 1.2691, JCM 11311, ATCC BAA-722, CGMCC 1.2691, CIP 107622, KCTC 13928",1,"Salinicoccus alkaliphilus",45
14426,J-82,"DSM 5352, ATCC 49259, CCM 4148, CCUG 43288, JCM 14631, CIP 104760, NCIMB 12836",1,"Salinicoccus hispanicus",45
14427,9,"CCUG 43291, DSM 5351, ATCC 49258, CCM 3516, JCM 14630, CIP 104761, NCIMB 12835",1,"Salinicoccus roseus",45
166092,CPA92,"UCCCB98, CECT 9340, LMG 30109",1,"Salinicola endophyticus",45
132891,CG4.1,"DSM 14325, CECT 5903, LMG 23626, UCCCB105, CG 4.1, CIP 109715",1,"Salinicola halophilus",45
166094,CR50,"UCCCB100, CECT 9342, LMG 30106",1,"Salinicola lusitanus",45
6080,M27,"DSM 18044, CIP 109895, KCTC 12664, UCCCB106",1,"Salinicola salarius",45
6081,SMB35,"DSM 19940, VKM B-2397, UCCCB107",1,"Salinicola socius",45
24097,N4,"DSM 22730, CCTCC AB 2012912, KACC 16602, UCCCB108",1,"Salinicola zeshunii",45
1120,"PN 105, AC 13","DSM 8721, ATCC 700163, CIP 105302",1,"Salipaludibacillus agaradhaerens",55
13790,A3,"DSM 16094, CECT 5855, LMG 22090, CIP 108570",1,"Salipiger mucosus",45
14038,ST-74,"DSM 10542, ATCC 51767, CECT 4540, NCFB 3025, CCUG 36690, JCM 11429, CGMCC 1.3608, CIP 106323, IFO 16158, NBRC 16158, NCIMB 703025",1,"Sanguibacter keddieii",45
14039,ST-26,"DSM 10543, NCFB 3023, CCUG 36691, JCM 11430, ATCC 51766, CECT 4539, CGMCC 1.3609, CIP 106322, IFO 16159, NBRC 16159, NCIMB 703023",1,"Sanguibacter suarezii",45
184,"R10394, 1010306","DSM 15803, CCUG 44997, CIP 107323",1,"Schaalia cardiffensis",45
181,"Hudd B9912678","DSM 15537, CCUG 42773, CIP 106713, KCTC 15233",1,"Schaalia funkei",45
170,"BM 1192/5","DSM 10695, ATCC 51367, CIP 103923, NCFB 2983, CCUG 35604, CCUG 35715",1,"Schaalia hyovaginalis",45
161,,"CCUG 21024, LMG 16161, DSM 20733, ATCC 35568, CIP 103148, VPI 8617, PIP 2477B",1,"Schaalia meyeri",45
155,"2A.10, X363","DSM 19120, ATCC 17929, CCUG 20536, DSM 43760, JCM 14871, NCTC 9935, CCM 4740, CIP 101124, LMG 18080",1,"Schaalia odontolytica",45
135507,"92 LP/83","CIP 100291",0,"Schaalia odontolytica",45
136019,,"CIP 101336",0,"Schaalia odontolytica",45
136021,,"CIP 101862",0,"Schaalia odontolytica",45
137279,W1514,"CIP 104843, CCUG 34705, ATCC 29323",0,"Schaalia odontolytica",45
137635,591-86,"CIP 102601",0,"Schaalia odontolytica",45
137766,,"CIP 101482",0,"Schaalia odontolytica",45
137921,,"CIP 102192",0,"Schaalia odontolytica",45
138046,,"CIP 102579",0,"Schaalia odontolytica",45
168,APL1,"DSM 9169, ATCC 51856, CCUG 32394, CIP 105358",1,"Schaalia radingae",45
138220,"APL 3","CIP 105578, CCUG 32396, LMG 15955",0,"Schaalia radingae",45
138221,APL12,"CIP 105579, CCUG 32403, LMG 15992",0,"Schaalia radingae",45
182,"SVA 489II","DSM 15538, CCUG 39276, CIP 106779, KCTC 19918",1,"Schaalia suimastitidis",45
169,APL10,"DSM 9168, ATCC 51857, CCUG 32401, CIP 105357",1,"Schaalia turicensis",45
135524,APL2,"CIP 105580, CCUG 32395, LMG 15954",0,"Schaalia turicensis",45
135832,,"CIP 100322",0,"Schaalia turicensis",45
137621,,"CIP 101620",0,"Schaalia turicensis",45
137796,,"CIP 102073",0,"Schaalia turicensis",45
138637,,"CIP 101711",0,"Schaalia turicensis",45
138644,,"CIP 101968",0,"Schaalia turicensis",45
185,R10176,"DSM 15804, CCUG 46091, CIP 107423",1,"Schaalia vaccimaxillae",45
2995,"R-16654, K14","DSM 15344, LMG 21644, CCUG 50333",1,"Caldimonas thermodepolymerans",50
2994,N2-680,"DSM 15264, LMG 21760",0,"Caldimonas thermodepolymerans",50
153527,,"CCUG 50061",0,"Caldimonas thermodepolymerans",56
17844,TU-20,"DSM 21410, JCM 30197, LMG 24594",1,"Schleiferia thermophila",45
133011,ZQ18-1,"DSM 28236, CICC 10824",1,"Scopulibacillus daqui",50
,,,,,55
160648,18R-2,"DSM 28233",0,"Scopulibacillus sp.",55
160649,18R-4,"DSM 28234",0,"Scopulibacillus sp.",55
160650,18F-2,"DSM 28235",0,"Scopulibacillus sp.",55
6436,"Cl3a, C13a","DSM 20515, ATCC 27612, NCIB 10925, CCUG 32259, NCIMB 10925, JCM 1123, BCRC 11649, CECT 922, CIP 103008, LMG 11717, LMG 9194, NBRC 107765, NCFB 2805, NCDO 2746",1,"Secundilactobacillus collinoides",45
6538,,"DSM 20177, ATCC 11305, NCDO 2344, NCIB 8516, JCM 1189, CIP 103170, LMG 11416, NCFB 2344, NCIMB 8516",0,"Secundilactobacillus malefermentans",45
6596,LA2,"DSM 15502, JCM 11969, BCRC 80778, CIP 108394, LMG 22473, VTT E-042481",1,"Secundilactobacillus paracollinoides",45
14050,,"DSM 44985, ATCC BAA-972, CDC 1076, CIP 108378, JCM 13578, CCUG 50837",1,"Segniliparus rotundus",45
134692,,"CIP 108379, ATCC BAA-973, CCUG 50839, CDC 413",0,"Segniliparus rotundus",45
14052,,"DSM 45345, ATCC BAA-974, CCUG 50838, CDC 945, CIP 108380, JCM 13579",1,"Segniliparus rugosus",45
14051,,"DSM 44986, ATCC BAA-975, CDC 606, CIP 108381",0,"Segniliparus rugosus",45
132393,,"DSM 103502, BR 72, KCTC 15479, JCM 30749",1,"Sellimonas intestinalis",50
6283,JC1078,"DSM 15273, IMSNU 14026, KCTC 9980, CCUG 51944, JCM 13024, CIP 108477",1,"Serinicoccus marinus",45
132370,2015-2462-01,"DSM 100980, CCM 8626, LMG 29119, CIP 110919",1,"Serratia aquatilis",50
134388,,"CIP 107241, CDC 6320-58",0,"Serratia bockelmannii",45
134386,,"CIP 107239, CDC 1289-59",0,"Serratia nevei",45
134389,,"CIP 107242, CDC 3607-60",0,"Serratia nevei",45
136012,,"CIP 101181",0,"Shewanella algae",45
134815,,"CIP 69.31",0,"Shewanella baltica",45
14054,95,"DSM 6067, ATCC 8071, ICPB 352, NCIB 10471, CCUG 13452 D, JCM 20190, CCUG 13452, CECT 331, CIP 80.40, IAM 12079, IAM 1509, IFO 3908, JCM 9294, LMG 2268, NBRC 3908, NCIMB 10471, NCTC 12960",1,"Shewanella putrefaciens",45
1127,"PN 23, C 360","DSM 8716, ATCC 700160, CIP 104718, NCIB 10309, CCUG 47262, NCIMB 10309, LMG 17945",1,"Shouchella clausii",55
1259,K11,"DSM 18940, CIP 108751, JCM 12663, NCIMB 14023",1,"Shouchella oshimensis",55
1234,,"DSM 16117, ATCC BAA-965, CIP 108678, PAT 05",1,"Shouchella patagoniensis",45
,,,,,55
133213,KC90B,"DSM 103371, RCC 4681",1,"Silicimonas algicola",45
133981,SgZ-9,"CCTCC AB 2012109, KACC 16872, DSM 105452",1,"Siminovitchia composti",50
1221,R-7190,"DSM 16014, CIP 108821, LMG 22080",1,"Siminovitchia fordii",55
133982,SgZ-10,"CCTCC AB 2012110, KACC 16873, DSM 105453",1,"Siminovitchia thermophila",50
11053,,"DSM 43998, ACM 3063, IFO 15059, UQM 3063, CIP 104516",1,"Skermania pinensis",45
18124,HR3-23,"DSM 12223, MTCC 10789, ATCC BAA-269, CIP 106059",1,"Solibacillus silvestris",55
14087,B33D1,"DSM 14954, ATCC BAA-492, JCM 13025, CIP 108104, KCTC 9974",1,"Solirubrobacter pauli",45
14139,"USAM 9D","DSM 3403, ATCC 29591, CIP 104802, JCM 21819, KACC 13276, NBRC 15130, IAM 15375, IFO 15130, LMG 8368, NCIMB 12057",1,"Solitalea canadensis",45
14090,"S 6022","DSM 20745, ATCC 49802",1,"Sphaerobacter thermophilus",55
14120,"B5533, 30-83","DSM 11691, ATCC 33613, GIFU 2812, IFO 14947, NBRC 14947, NCTC 11343, CCUG 11736, JCM 21156, CDC B5533, CIP 100541, IAM 14316, LMG 8342, NRRL B-14861, KCTC 2289",1,"Sphingobacterium multivorum",45
138048,601-86,"CIP 102603",0,"Sphingobacterium multivorum",45
132823,"K2B-38135, K2B-3X/35","DSM 21665",0,"Sphingobacterium sp.",45
14118,"E7288, 29-83","DSM 11722, ATCC 33861, CDC E7288, GIFU 3101, JCM 1277, NCTC 11386, CCUG 13224, CCM 4603, CIP 100542, IAM 14210, IFO 14948, JCM 6897, LMG 8347, NBRC 14948, NRRL B-23392",1,"Sphingobacterium spiritivorum",45
14125,K-1173,"DSM 11723, ATCC 43320, IFO 14963, NBRC 14963, NCTC 11429, CCUG 22397, JCM 21153, CIP 100935, IAM 14313, NRRL B-14902",1,"Sphingobacterium thalpophilum",45
133127,CKTN2,"JCM 17858, KCTC 23708",1,"Sphingobacterium thermophilum",45
14215,,"DSM 16637, ATCC 27551, CIP 104270",0,"Sphingobium fuliginis",45
14201,"CL 1/70","DSM 1098, ATCC 29837, NCPPB 3838, NCTC 11030, JCM 7516, CCM 3293, CCUG 31192, CCUG 6518, CDC CL 1/70, CECT 599, CIP 100752, GIFU 2395, IAM 12576, ICPB 4235, IFO 13935, LMG 1227, NBRC 13935, PCM 2585",1,"Sphingomonas paucimobilis",45
159719,X1-8,"KCTC 62032, CGMCC 1.16275",1,"Sphingomonas tabacisoli",45
14274,203,"DSM 8826, ATCC 51380, IFO 15033, NBRC 15033, JCM 10192, CIP 104196, IAM 14459, KCTC 2813, LMG 17324",1,"Sphingomonas macrogoltabida",45
14275,E-1-A,"DSM 8831, ATCC 51381, IFO 15098, NBRC 15098, JCM 10195, BCRC 17643, CIP 104198, HAMBI 1834, IAM 14462, KACC 10928, KCTC 2814, LMG 17326, NCIMB 13385",1,"Sphingopyxis terrae",45
135453,,"CIP 104253, CCUG 27293, GIFU 11456, IFO 10924, JCM 7513, LMG 10924, IAM 14272, IFO 15103, NBRC 15103",0,"Sphingopyxis terrae",45
14323,Z-1203,"DSM 6578, ATCC 700085",1,"Spirochaeta thermophila",65
14322,"RI 19.B1","DSM 6192, ATCC 49972",0,"Spirochaeta thermophila",65
14403,M-19,"DSM 17615, JCM 3419, CIP 105320",1,"Sporolactobacillus kofuensis",45
14387,M-1,"DSM 2310, ATCC 23493, NCIB 10270, JCM 2514, IAM 12322, NCIMB 10270, CIP 104422",0,"Sporolactobacillus laevolacticus",45
,,,,,55
14398,M-114,"DSM 11696, JCM 3514, CCUG 41660, CIP 105319, ATCC 700379, CGMCC 1.3845, IAM 12388, LMG 18787, NBRC 101526",1,"Sporolactobacillus nakayamae subsp. nakayamae",45
14401,M-17,"DSM 16324, ATCC 700381, CCUG 41659, CIP 105318, IAM 12396, JCM 3417, LMG 18785, CGMCC 1.3843, NBRC 101524",1,"Sporolactobacillus nakayamae subsp. racemicus",45
133204,GD201205,"CICC 23867, KCTC 15488",1,"Sporolactobacillus pectinivorans",45-50
14399,M-116,"CCUG 41658, CIP 105317, DSM 11697, JCM 3516, ATCC 700380, IAM 14264, LMG 18887, NBRC 101527",1,"Sporolactobacillus terrae",45
17205,AeG,"DSM 23256, JCM 15556, KCTC 5668",1,"Sporolituus thermophilus",45-60
,,,,,50
,,,,,55
140261,MRo-4,"DSM 28179, VKM B-2948",1,"Sporosalibacterium tautonense",50
11994,SW28,"DSM 14554, JCM 10887, KCCM 41039, CCUG 56481, KCTC 3840, ATCC BAA-723, CGMCC 1.3644, CIP 107478",1,"Sporosarcina aquimarina",45
,,,,,55
14441,"BP 47","CCUG 32416, DSM 20672, ATCC 43957, CIP 103501",1,"Staphylococcus arlettae",45
14444,MVF-7,"DSM 20714, ATCC 35844, CIP 103780, CCUG 37246, CCM 3823, MVF 7, GIFU 10707",0,"Staphylococcus aureus",45
14446,"Oxford H","DSM 683, ATCC 9144, CCM 2107, NCIB 6571, NRRL B-314, WDCM 00035, CCUG 1431, NCTC 6571, CIP 53.154, NRRL : B-314, NCIMB 6571, LMG 10640, CECT 59",0,"Staphylococcus aureus",45
14449,Wichita,"CCUG 15915, DSM 2569, ATCC 29213, WDCM 00131, JCM 2874, CCM 4223, CECT 794, CIP 103429, IFO 15035, LMG 10147, NBIMCC 3999, NBRC 15035, NCTC 12973",0,"Staphylococcus aureus",45
14450,,"DSM 3463, ATCC 29737, CCUG 19207, CIP 103428, NCIMB 12703",0,"Staphylococcus aureus",45
14486,"S11, SII","DSM 20372, ATCC 12598, CCM 2352, NCTC 8530, CIP 65.6, NCDO 1552, NCIMB 11787",0,"Staphylococcus aureus",45
14490,"Wood 46, Wood","DSM 20491, ATCC 10832, CCM 2351, NCTC 7121, CIP 52.1",0,"Staphylococcus aureus",45
134491,"BM10431, 92.037","CIP 107093",0,"Staphylococcus aureus",45
135923,99.411,"CIP 106152, IPF 630",0,"Staphylococcus aureus",45
136292,"80CR5 str","CIP 104281",0,"Staphylococcus aureus",45
136910,TN6573,"CIP 107854",0,"Staphylococcus aureus",45
138389,"a 53","CIP 106960",0,"Staphylococcus aureus",45
138595,96.145,"CIP 106762, CCUG 45314",0,"Staphylococcus aureus",45
139117,"UAA 312, I 3922","CIP 103810",0,"Staphylococcus aureus",45
139293,,"CIP 53.155, ATCC 10537, NCTC 8342, NCIMB 8888, PCI 1203",0,"Staphylococcus aureus",45
139518,64-002,"CIP 65.25",0,"Staphylococcus aureus",45
137653,MVF-43,"CIP 103789, ATCC 35845",0,"Staphylococcus aureus",45
14504,"LRA 360 677, LRA 036 06 77","DSM 6180, ATCC 35661, CCUG 35173, CIP 103688",0,"Staphylococcus capitis subsp. capitis",45
14635,"SK 09","DSM 11677, JCM 6065, CIP 105759",0,"Staphylococcus carnosus",45
14655,SB72,"DSM 15096, CIP 107658, CCUG 47674, CCM 7194",1,"Staphylococcus casei",45
14517,1462,"CCUG 4319, CIP 81.59, NRRL B-14759, DSM 20454, ATCC 43764, CCM 3387, NCTC 10530",1,"Staphylococcus chromogenes",45
14518,"GH 137, GH137","DSM 20260, ATCC 29974, CCM 2736, JCM 2417, BCRC 12155, CCUG 35144, CCUG 6463, CCUG 7322, CIP 81.54, NBRC 109713, NCIMB 13637, NCTC 11041, NRRL B-14756",1,"Staphylococcus cohnii",45
14632,F-2,"DSM 11674, JCM 6074, CCUG 39902, CCM 4753, CIP 105760, NCIMB 13559, NCTC 13827",1,"Staphylococcus condimenti",45
159066,,"DSM 105892, SDB 2975, CECT 9737",1,"Staphylococcus debuckii",45
24584,"RP62a, BM 3577","DSM 28319, ATCC 35984, CECT 4184, CCUG 31568, CIP 105777, BCRC 17069",0,"Staphylococcus epidermidis",45
135279,"Am MS 205","CIP 103563, ATCC 49134",0,"Staphylococcus epidermidis",45
135501,98179,"CIP 105810",0,"Staphylococcus epidermidis",45
136498,M7,"CIP 106299",0,"Staphylococcus epidermidis",45
136534,RP12,"CIP 106510, ATCC 35983, CCUG 44858",0,"Staphylococcus epidermidis",45
139594,"AmMS 242","CIP 103627, ATCC 49461",0,"Staphylococcus epidermidis",45
14662,"PA 231, PA231","DSM 20674, ATCC 43958, CCUG 30109, CCM 3832, NCTC 12414, CIP 103502, NRRL B-14765",1,"Staphylococcus equorum",45
14651,"ID 01-1208, RP29","CCUG 49024, DSM 15097, CIP 107656, CCM 7278",0,"Staphylococcus equorum subsp. linens",45
136790,RP33,"CIP 107657",0,"Staphylococcus equorum",45
134521,,"CIP 105918, ATCC 700401, CCUG 28809",0,"Staphylococcus gallinarum",45
139511,"HEGP 46063","CIP 107204",0,"Staphylococcus haemolyticus",45
136436,,"CIP 105720, ATCC 700237",0,"Staphylococcus hominis subsp. novobiosepticus",45
137675,,"CIP 105721, ATCC 700238",0,"Staphylococcus hominis subsp. novobiosepticus",45
134860,,"CIP 81.77, CCUG 50781",0,"Staphylococcus intermedius",45
14556,,"DSM 20676, ATCC 43959, CCUG 30110, CCM 3834, SC 210, CIP 103503, GIFU 10764",1,"Staphylococcus kloosii",45
14614,M340/94,"DSM 10244, CCUG 38494, CIP 105399, CCM 4681, ATCC 700373",1,"Staphylococcus lutrae",45
14605,MB4,"DSM 7068, ATCC 49910, CCM 4175, CCUG 36972, CIP 103641",1,"Staphylococcus muscae",45
14652,CW1,"DSM 15150, CCUG 48991, CCM 7045, CIP 108211",1,"Staphylococcus nepalensis",45
136218,"LRA 027 02 80","CIP 103545, ATCC 43867",0,"Staphylococcus saprophyticus",45
139238,"AmMS 143","CIP 104064, ATCC 49907",0,"Staphylococcus saprophyticus",45
14669,"KV 12, KV 12T","DSM 18669, CCM 4410, CCUG 36975, CCUG 38042, CIP 105260",1,"Staphylococcus saprophyticus",45
137431,"KV 56","CIP 105264",0,"Staphylococcus saprophyticus",45
138192,"KV 19","CIP 105261",0,"Staphylococcus saprophyticus",45
138193,"KV 20","CIP 105262",0,"Staphylococcus saprophyticus",45
138194,"KV 30","CIP 105263",0,"Staphylococcus saprophyticus",45
14625,S-41,"DSM 20229, ATCC 15305, CCM 883, NCIB 8711, NCTC 7292, WDCM 00159, CCUG 3706, ATCC 19701, JCM 2427, BCRC 10786, CCUG 3006, CECT 235, CIP 76.125, IAM 12452, LMG 13350, MTCC 6155, NBIMCC 3348, NBRC 102446, NCAIM B.01067, NCCB 73011, NCFB 948, NCIMB 8711, NRRL B-14751, NCDO 948",1,"Staphylococcus saprophyticus subsp. saprophyticus",45
137308,"BM 12486","CIP 105824, ATCC 29059",0,"Staphylococcus sciuri",45
138652,BM12487,"CIP 105825",0,"Staphylococcus sciuri",45
139504,"BM 12493","CIP 105830",0,"Staphylococcus sciuri",45
139602,"BM 12495","CIP 105831, ATCC 700062",0,"Staphylococcus sciuri",45
14650,AMG-D1,"DSM 14617, ATCC 700337, CIP 107307, CCUG 43571, CCM 7157",1,"Staphylococcus succinus",45
14603,"CK27, CK 27","DSM 6718, ATCC 49330, CCUG 35143, CIP 104024",1,"Staphylococcus cohnii subsp. urealyticus",45
14604,,"DSM 6719, ATCC 49328, DBM 388, CIP 104025, ATCC 49238",0,"Staphylococcus cohnii subsp. urealyticus",45
136260,"VL 143","CIP 104023, ATCC 49329",0,"Staphylococcus cohnii subsp. urealyticus",45
138135,V51,"CIP 104987, ATCC 51161",0,"Staphylococcus vitulinus",45
137723,SP-2,"CIP 106511, ATCC 35982, CCUG 44859",0,"Staphylococcus warneri",45
14599,"KL 162, KL62","CCUG 7324, NCTC 11043, DSM 20266, ATCC 29971, CCM 2738, JCM 2418, BCRC 12930, CECT 237, CIP 81.66, HAMBI 2057, KCTC 3342, LMG 20217, MTCC 6149, NBRC 109770, NCAIM B.02008, NRRL B-14776, VTT E-97787",1,"Staphylococcus xylosus",45
158479,,"DSM 106793, CGMCC 1.15879, SCSIO 07575",1,"Staphylospora marina",55
,,,,,55-60
4203,P8,"DSM 12710, JCM 10830",1,"Staphylothermus hellenicus",70-90
,,,,,85
4201,F1,"DSM 3639, JCM 9404, ATCC 43588",1,"Staphylothermus marinus",88
,,,,,90
4202,Al2,"DSM 3666",0,"Staphylothermus marinus",88
13838,"2M/E, TS101","DSM 5886, ATCC 15215, ICPB 4170, JCM 20692, BCRC 80196, CIP 105977, IAM 12621, IFO 15764, NBRC 15764",1,"Stappia stellulata",45
4193,4ABC,"DSM 11227, JCM 10135",1,"Stetteria hydrogenophila",93
,,,,,95
14711,,"DSM 20622, ATCC 51725, CCUG 27296, LMG 17755, NCDO 2025, LMG 17296, CIP 82.4",1,"Streptococcus acidominimus",45
137044,,"CIP 105119, CCUG 27577",0,"Streptococcus acidominimus",45
