ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
,,,,,<5
133165,YC7033,"KACC 17175, NBRC 109440",1,"Martelella suaedae",10
11324,,"DSM 17462, CCTCC AA 204003, KCTC 12194, YIM 31775, CCUG 50882, CIP 108793",1,"Massilia alkalitolerans",10
141155,PTW21,"BCRC 81061, CICC 24113",1,"Massilia neuiana",8
11323,UR/MT95,"DSM 16850, CCUG 45783, CIP 105350",1,"Massilia timonae",10
,,,,,6
,,,,,8
24645,"11A, Nari11A","DSM 45514, CCUG 60050",1,"Melghirimyces thermohalophilus",05-20
24801,P3M-2,"DSM 23840, JCM 17771, VKM B-2668",1,"Melioribacter roseus",6
,,,,,60
130322,,"DSM 29964, ATCC 35311, LMG 20360, NCDO 2443, CIP 104052, LMG 19520",1,"Melissococcus plutonius",6.5
1268,CV53,"DSM 19613, CIP 108889, LMG 23174, UCCCB11",1,"Mesobacillus foraminis",10
,,,,,6
,,,,,8
1250,YKJ-10,"DSM 18226, CIP 107104, JCM 10885, KCCM 41040, BCRC 20126, CCM 7133, CGMCC 1.3651, KCTC 3839",1,"Mesobacillus jeotgali",10
,,,,,13
,,,,,14
11893,,"DSM 21831, ACCC 19665, ATCC BAA-114, CIP 105910, JCM 21563, LMG 18977, NBRC 102496, IAM 15102, ICMP 15022, LMG 18261",1,"Mesorhizobium amorphae",10
,,,,,6
,,,,,8
138264,"SH 190012","CIP 105911",0,"Mesorhizobium amorphae",10
,,,,,6
,,,,,8
138265,B289,"CIP 105912",0,"Mesorhizobium amorphae",10
,,,,,6
,,,,,8
11891,Pr5,"DSM 17287, CECT 5336, LMG 19008, CIP 107324",1,"Mesorhizobium chacoense",10
,,,,,6
,,,,,8
11886,103,"DSM 6573, ATCC 51122, CCBAU 2609, IAM 14158, JCM 21036, HAMBI 1674, HAMBI 2035, IFO 15243, LMG 14107, NBRC 15243, OUT 30007, CIP 107328, ORS 1752T",1,"Mesorhizobium huakuii",10
,,,,,6
,,,,,8
133271,,"MAFF 303099, LMG 29417, CECT 9101, JCM 21590, IAM 15132",1,"Mesorhizobium japonicum",5
11880,ORS664T,"DSM 2626, ATCC 700743, CCUG 56774, LMG 6125, IFO 14779, NBRC 14779, NZP 2213, JCM 21464, ATCC 33669, CCUG 27878, HAMBI 1129, IAM 14993, ICMP 4682, LMG 17826, NCIMB 12074, OUT 30009, CIP 107326",1,"Mesorhizobium loti",10
,,,,,6
,,,,,8
11892,,"DSM 21884, CIP 105884, JCM 21566, LMG 11892, NBRC 102498, ORS 1032, HAMBI 208, IAM 15105",1,"Mesorhizobium plurifarium",10
,,,,,6
,,,,,8
130527,,"DSM 100022, ACCC 14543, HAMBI 3082, CCNWYC 115",1,"Mesorhizobium robiniae",5
23710,E33,"DSM 25387, IBRC-M 10095",1,"Metabacillus halosaccharovorans",10
1223,JG-30,"DSM 16189, KCTC 3880, BCRC 80033, CIP 108730",0,"Metabacillus indicus",10
,,,,,6
,,,,,8
140408,S36,"DSM 104297, CGMCC 1.16030, KCTC 33864",1,"Metabacillus iocasae",7
160492,"SLHTYRO, SLHTYROT","DSM 108854, JCM 32768, UBOCC M-3308",1,"Methanohalophilus profundi",135
,,,,,45-240
7176,GR16,"DSM 16371, CCM 7218, CECT 5998, CIP 108333",1,"Methylobacterium aquaticum",10
,,,,,6
,,,,,8
7175,GP34,"DSM 16372, CCM 7219, CECT 5997, CIP 108332",1,"Methylobacterium hispanicum",10
,,,,,6
,,,,,8
7149,"A 47","DSM 1708, ATCC 29983, ICPB 4095, CCUG 16482, JCM 2829, CIP 101129, IFO 15688, LMG 5275, NBRC 15688, NCIMB 11561, NRRL B-14246, VTT E-981080",1,"Methylobacterium mesophilicum",10
,,,,,6
,,,,,8
17901,,"DSM 15733, NCCB 100208, UNIQEM U237, HMT 1",1,"Methylohalomonas lacus",11.6
137677,"DM 13","CIP 104898, ATCC 51890, VKM B-2030",1,"Ancylobacter multivorans",10
,,,,,6
,,,,,8
7171,TH-15,"DSM 8832, ATCC 51358, JCM 8240, CCM 4612, CIP 105328, IFO 15686, LMG 21752, NBRC 15686, NCIMB 13343, VKM B-2145",1,"Methylorubrum aminovorans",10
,,,,,6
,,,,,8
7146,DM4,"DSM 6343, CIP 106787, VKM B-2191",0,"Methylorubrum extorquens",10
,,,,,6
,,,,,8
7206,20Z,"DSM 19304, NCIMB 14124, VKM B-2133",1,"Methylotuvimicrobium alcaliphilum",<8.7
7207,AMO1,"DSM 19305, NCCB 97157, NCIMB 13566, VKM B-2464",1,"Methylotuvimicrobium kenyense",<6.38
7412,V-73,"DSM 14217, CCM 4955, NRRL B-24228, JCM 12137, CIP 107636, IAM 15195, LMG 22184, NBRC 103071",1,"Microbacterium aerolatum",10
,,,,,6
,,,,,8
7449,"CC-SBCK 209","DSM 21798, CCM 7686, CIP 110690, CCUG 58051, JCM 18705",1,"Microbacterium agarici",10
7439,JS54-2,"DSM 19713, CIP 110688, KCTC 19124, JCM 15625",1,"Microbacterium aquimaris",10
7401,M-2,"DSM 8611, CCM 4370, CIP 103814, IFO 14344, NBRC 14344, NRRL B-24215, JCM 9171, ATCC 51926, IAM 15200, LMG 16469, VKM Ac-1943",1,"Microbacterium arabinogalactanolyticum",10
,,,,,8
7370,,"DSM 20754, ATCC 4358, IFO 3750, NBRC 3750, NRRL B-24239, JCM 5884, CGMCC 1.1937, CIP 55.81, HAMBI 1892, IAM 1311, KCTC 3522, LMG 4009, NCDO 2276, NCIMB 8185, VKM Ac-1944",1,"Microbacterium arborescens",10
,,,,,5
,,,,,8
139201,839-84,"CIP 101307",0,"Microbacterium arborescens",10
7404,,"DSM 12506, ATCC 49090, IFO 15234, NBRC 15234, NCFB 2288, NRRL B-24217, JCM 9177, CIP 105730, IAM 15208, NCIMB 702288, VKM Ac-2075",1,"Microbacterium aurantiacum",10
133183,JF-6,"MTCC 11843, JCM 30060, KCTC 39828",1,"Microbacterium aureliae",10
,,,,,5
,,,,,7
,,,,,8
,,,,,9
7395,H-5,"DSM 8600, ATCC 51345, IFO 15204, NBRC 15204, NRRL B-24210, CCUG 43279, CCM 4522, CIP 103994, JCM 9179, IAM 15207, KACC 15219, VKM Ac-1950, VKM Ac-2076",1,"Microbacterium aurum",10
,,,,,6
,,,,,8
7363,7,"DSM 20145, ATCC 15954, CCM 1928, NCIB 9658, NRRL B-24231, CCUG 33090, LMG 16341, CIP 102692, IAM 12585, IFO 15036, JCM 1343, BCRC 11642, CGMCC 1.1902, HAMBI 1894, IMET 10688, IMSNU 10306, KCTC 3197, NBRC 15036, NCFB 2287, NCIMB 9658, VKM Ac-1020, VTT E-072706, NCDO 2287",1,"Microbacterium barkeri",10
,,,,,5
7445,18.76,"DSM 19164, CIP 101303, NBRC 110787, JCM 16365",1,"Microbacterium binotii",10
,,,,,8
137887,75-77,"CIP 102116",0,"Microbacterium binotii",10
,,,,,8
164317,NEAU-LLE,"JCM 32662, CCTCC AA 2018025",1,"Microbacterium bovistercoris",9
7405,207,"DSM 12507, ATCC 7319, BUCSAV 207, IFO 3758, NBRC 3758, NCIMB 8181, NRRL B-24218, JCM 12412, CIP 105729, IAM 15199, VKM Ac-2078",1,"Microbacterium chocolatum",10
7396,M-73,"CCUG 38517, DSM 8607, ATCC 51344, IFO 14592, NBRC 14592, JCM 9180, CCM 4523, CIP 103993, IAM 15202, NCIMB 13387, NRRL B-23242, VKM Ac-1940, VKM Ac-2077",1,"Microbacterium dextranolyticum",10
,,,,,6
,,,,,8
7399,,"DSM 8609, ATCC 8091, CCM 4371, IFO 3751, NBRC 3751, NRRL B-24213, JCM 9172, BCRC 15447, BUCSAV 326, CIP 103916, IAM 15198, LMG 4020, NCFB 2277, NCIMB 8186, VKM Ac-1942, VTT E-991287, NCDO 2277",1,"Microbacterium esteraromaticum",10
,,,,,6
,,,,,8
136950,,"CIP 55.80, ATCC 8375, CCM 1948, NCIMB 8535, NCIMB 9328",0,"Microbacterium esteraromaticum",10
,,,,,8
7364,401,"CCUG 29000, DSM 20643, ATCC 13348, NCIB 9221, JCM 3877, BCRC 12361, CCTM 2716, CIP 102401, HAMBI 1871, HAMBI 1909, IAM 15203, IFO 15039, IMET 10367, JCM 11568, KCTC 3389, KCTC 3437, LMG 3028, NBIMCC 2370, NBRC 15039, NCIMB 9221, NRRL B-24238, VKM Ac-1415",1,"Microbacterium flavescens",10
,,,,,6
,,,,,8
7423,,"DSM 15855, CIP 108071, KCTC 19017, YIM 70130, JCM 13013, NRRL B-24569",1,"Microbacterium halotolerans",5
7406,,"DSM 12509, IFO 15708, NBRC 15708, NRRL B-24220, CCUG 52344 A, CIP 105731, JCM 12413, LCDC 84-209, CCUG 52344, IAM 15210, LMG 22182, VKM Ac-2081",1,"Microbacterium hominis",10
,,,,,8
7419,BNP48,"DSM 16089, NCIMB 14002, JCM 14340, CIP 108713, IAM 15235, NBRC 103074",1,"Microbacterium hydrocarbonoxydans",10
,,,,,6
,,,,,8
7371,72,"DSM 20530, ATCC 8365, IAM 1654, NCIB 9888, NRRL B-24235, JCM 1378, BCRC 11226, CGMCC 1.1910, CIP 82.108, HAMBI 117, HAMBI 1891, IFO 12610, IMET 10714, KCTC 9229, NBRC 12610, NCCB 71040, NCFB 2269, NCIMB 9888, VKM Ac-1447, VKM B-1204",1,"Microbacterium imperiale",10
,,,,,7.5
135463,,"CIP 101177",0,"Microbacterium imperiale",10
135838,831-84,"CIP 101188",0,"Microbacterium imperiale",10
,,,,,8
138407,327-85,"CIP 101583",0,"Microbacterium imperiale",10
,,,,,6
,,,,,8
139132,,"CIP 100646",0,"Microbacterium imperiale",10
,,,,,8
139217,,"CIP 102524",0,"Microbacterium imperiale",10
,,,,,8
7434,BBH6,"DSM 19969, CIP 109607, IAM 15355, JCM 21800, LMG 23459",1,"Microbacterium indicum",<6
7446,DC-200,"DSM 19600, CIP 110032, LMG 24557, JCM 17023",1,"Microbacterium invictum",5
7397,,"DSM 8606, ATCC 35057, CCM 4375, CIP 103815, IFO 13309, NBRC 13309, NRRL B-24211, CCUG 43280, JCM 9173, BCRC 11905, IAM 13165, KCTC 9918, LMG 16470, NCIMB 12401, VKM Ac-1958",1,"Microbacterium keratanolyticum",10
,,,,,6
,,,,,8
7407,KN-2479,"DSM 12510, IFO 14548, NBRC 14548, NRRL B-24221, JCM 12078, CIP 105732, IAM 15201, VKM Ac-2082",0,"Microbacterium terrae",10
,,,,,8
7411,C2,"DSM 13237, JCM 10270, NRRL B-24226, Kitami C2, CIP 106320, IAM 15189, IFO 16414, LMG 22055, NBRC 16414, NCIMB 13608",0,"Microbacterium aurantiacum",10
,,,,,6
,,,,,8
135926,A1,"CIP 106321, JCM 10269",0,"Microbacterium aurantiacum",10
,,,,,6
,,,,,8
7373,5,"DSM 20427, ATCC 8180, NCDO 747, NCIB 8540, NRRL B-24233, JCM 1379, BCRC 11036, CCM 1584, CCUG 28998, CCUG 50753, CGMCC 1.1911, CIP 69.3, HAMBI 2287, IAM 1640, IFO 14135, IMET 10712, IMSNU 21284, KCTC 1305, KCTC 1625, KCTC 9230, LMG 21671, LMG 4047, NBRC 14135, NCIMB 8540, VKM Ac-1145, VTT E-072707",1,"Microbacterium lacticum",10
,,,,,6
,,,,,7.5
,,,,,8
135834,,"CIP 100999",0,"Microbacterium lacticum",10
,,,,,6
,,,,,8
137846,541.78,"CIP 101308",0,"Microbacterium lacticum",10
,,,,,6
,,,,,8
139176,155.84,"CIP 100737",0,"Microbacterium lacticum",10
,,,,,6
,,,,,8
7375,1,"DSM 20140, ATCC 15953, CCM 1929, NCIB 9659, NRRL B-24229, CCUG 53894, CIP 100934, JCM 9181, CECT 445, IAM 15186, IFO 14471, KCTC 9644, KCTC 9732, NBRC 14471, NCFB 2270, NCIMB 9659, VKM Ac-1138, VKM B-1215, IMET 10713, NCDO 2270",1,"Microbacterium laevaniformans",5
135133,730.84,"CIP 101112",0,"Microbacterium laevaniformans",10
,,,,,6
,,,,,8
7453,MNA2,"DSM 22422, CCM 7585, JCM 30493",1,"Microbacterium lindanitolerans",10
7380,"Mbm 15","DSM 20638, ATCC 43647, NCIB 11509, NRRL B-24237, CCUG 33091, JCM 3879, BCRC 14859, CGMCC 1.1934, CIP 102402, HAMBI 1895, IAM 15185, IFO 15037, IMSNU 21275, KCTC 9227, LMG 16342, NBRC 15037, NCIMB 11509, VKM Ac-1018",1,"Microbacterium liquefaciens",10
,,,,,5
,,,,,6
,,,,,8
7376,69,"DSM 20143, ATCC 51474, IFO 15074, NBRC 15074, NCIB 9568, NRRL B-24230, JCM 9174, CCM 4365, CCUG 43281, CIP 102086, IAM 15204, LMG 16207, NCIMB 9568, VTT E-97042",1,"Microbacterium luteolum",10
,,,,,6
,,,,,8
7436,YM11-607,"DSM 18904, CIP 109810, JCM 16546, MBIC 07778, NBRC 104188",1,"Microbacterium marinilacus",<8
7409,"319, 572, MDB 319","DSM 12512, ATCC 19260, IFO 15779, NBRC 15779, NCIMB 1050, NRRL B-24223, JCM 11570, CECT 578, CIP 105733, IAM 15190, LMG 8374, NCIMB 559, NCMB 1050, NCMB 665, NCMB 689, VKM Ac-2079, VKM B-1170, VTT E-072693",1,"Microbacterium maritypicum",10
,,,,,8
7456,M4-8,"DSM 24780, JCM 16363, KACC 21129, NBRC 109971",0,"Microbacterium mitrae",5
7425,TNJL143-2,"DSM 17277, ATCC BAA-1032, CIP 108753, JCM 12611",1,"Microbacterium natoriense",10
,,,,,8
,,,,,<7
7420,,"DSM 16091, NCIMB 14003, BAS 69, JCM 14341, CIP 108712, IAM 15236, NBRC 103075",1,"Microbacterium oleivorans",10
7369,X98,"DSM 20578, CIP 6612, NCIB 9944, NRRL B-24236, CCUG 58056, JCM 12414, CIP 66.12, KCTC 3256, BCRC 12117, CGMCC 1.8870, IAM 15197, IFO 15586, NBRC 15586, NCIMB 9944, VKM Ac-2116, IFO (now NBRC) 15586, NCIB (now NCIMB) 9944",1,"Microbacterium oxydans",10
,,,,,8
137802,229.87,"CIP 102957",0,"Microbacterium oxydans",10
,,,,,6
,,,,,8
138693,40-86,"CIP 102128",0,"Microbacterium oxydans",10
,,,,,8
7414,CF36,"DSM 15019, CCUG 46601, CIP 108082, NRRL B-24275, JCM 12372, IAM 15196, IFM 10517, LMG 23172, NBRC 103076, VTT E-072721",1,"Microbacterium paraoxydans",10
,,,,,8
7413,"P 369/106, P369/06","DSM 13468, LMG 19581, NRRL B-24227, JCM 11571, CIP 107138, IAM 15191, KCTC 19917, NBRC 103077, NCIMB 14330, VTT E-072687",1,"Microbacterium phyllosphaerae",10
,,,,,6
,,,,,8
138032,538.86,"CIP 102552",0,"Microbacterium phyllosphaerae",10
,,,,,6
,,,,,8
7402,,"DSM 11986, CCUG 38312, CCM 4912, CIP 107265, JCM 11686, DMMZ 1710, IAM 15192, IFM 10515, LMG 22202, NBRC 103078, NRRL B-24216",1,"Microbacterium resistens",10
,,,,,8
7365,"48-1-4, 3126","DSM 20169, ATCC 19272, CCEB 366, CCUG 33092, JCM 1352, BCRC 12119, CCM 4972, CGMCC 1.1906, CIP 104420, HAMBI 1890, IAM 12547, IFO 15038, IMET 11076, KCTC 3469, LMG 16343, NBRC 15038, NCDO 2265, NCIMB 702265, NRRL B-14833, VKM Ac-1022, VKM Ac-1414, CNF 058",1,"Microbacterium saperdae",10
,,,,,6
,,,,,8
7377,"S 110, S110","DSM 20489, ATCC 51473, IFO 15075, NBRC 15075, NRRL B-24234, JCM 9175, CCM 4364, CCUG 43282, CIP 102087, IAM 15205, LMG 16153, VKM Ac-1946",1,"Microbacterium schleiferi",10
,,,,,6
,,,,,8
7378,"Co 112, CO112","DSM 20606, IFO 15076, NBRC 15076, CIP 102894",0,"Microbacterium schleiferi",10
,,,,,8
7435,YM10-847,"DSM 18905, CIP 109809, JCM 15577, MBIC 08264, MBIC 07778, DSM 18904",1,"Microbacterium sediminicola",<7
7448,,"DSM 23885, KCTC 19237, LMG 24010, DCY 17, JCM 17024",1,"Microbacterium soli",5
7400,A-1,"DSM 8610, ATCC 51476, CCM 4374, CIP 103816, IFO 15300, NBRC 15300, NRRL B-24214, JCM 9176, IAM 15209, LMG 16471, VKM Ac-1945",1,"Microbacterium terrae",10
,,,,,8
7367,Rp-3,"DSM 20166, ATCC 15829, CCM 2299, NRRL B-24232, CCUG 23849, LMG 16344, CIP 104324, IAM 1561, JCM 1353, BCRC 12120, CGMCC 1.1907, HAMBI 1889, IFO 12675, IMET 10361, KCTC 9103, KCTC 9228, NBRC 12675, NCFB 2302, NCIMB 11430, VKM Ac-1019, VKM B-1229",1,"Microbacterium testaceum",10
,,,,,5
,,,,,6
,,,,,8
7398,114-2,"DSM 8608, ATCC 51475, CCM 4373, CIP 103817, IFO 15077, JCM 1358, NBRC 15077, NRRL B-24212, IAM 15206, LMG 16696, VKM Ac-1948",1,"Microbacterium trichothecenolyticum",10
,,,,,6
,,,,,8
140585,T7528-3-6b,"JCM 28836, NCIMB 15039",1,"Microbacterium tumbae",8
7424,XIL02,"DSM 16931, CECT 5976, LMG 20991, JCM 14282, CIP 108339, IAM 15295, NCAIM B.02300, NCIMB 14309",1,"Microbacterium ulmi",10
,,,,,6
,,,,,8
467,,"DSM 19200, JCM 14708, JAMB A3",1,"Microbulbifer agarilyticus",<7
134278,ISL-39,"KCTC 12973, CCUG 54356",1,"Microbulbifer celer",<15
464,,"DSM 6810, ATCC 10144, LMG 2182, NCIB 1141, CIP 108580, NCIMB 1141",1,"Microbulbifer elongatus",10
,,,,,8
134326,,"CCTCC AB 206094, KCTC 12848, YIM 91118",1,"Microbulbifer halophilus",10
465,IRE-31,"DSM 11525, ATCC 700072, IRE 31, CIP 105235",1,"Microbulbifer hydrolyticus",10
,,,,,8
140862,Cs16b,"CECT 8799, DSM 28920",1,"Microbulbifer rhizosphaerae",10
469,CC-LN1-12,"DSM 24146, CCM 7856, LMG 26125",1,"Microbulbifer taiwanensis",<7
466,,"DSM 19189, JCM 14709, JAMB A94",1,"Microbulbifer thermotolerans",<7
7496,KSL-113,"DSM 19663, CIP 108920, KCTC 19126, JCM 15138, NBRC 106160",1,"Microcella alkalica",10
,,,,,6
,,,,,8
7493,Ac4r,"DSM 18851, CIP 108473, LMG 22690, KCTC 19624",1,"Microcella alkaliphila",10
,,,,,8
7506,CW1,"DSM 23889, JCM 14730, KCTC 13142",1,"Microcella frigidaquae",10
7492,CV-2,"DSM 19627, CIP 108471, LMG 22692, KCTC 19625",1,"Microcella putealis",10
,,,,,6
,,,,,8
134693,CV-40,"CIP 108474, LMG 22691",0,"Microcella putealis",10
,,,,,6
,,,,,8
135746,AC-30,"CIP 108472, LMG 22689",0,"Microcella putealis",10
,,,,,6
,,,,,8
7761,"WS 4601","DSM 23974, LMG 26183",1,"Micrococcus cohnii",5
7759,,"DSM 17945, KCTC 19156, YIM 56238, JCM 16951",1,"Micrococcus endophyticus",5
7673,,"CCUG 5858, ATCC 15307, DSM 20030, ATCC 4698, CCM 169, NCIB 9278, NCTC 2665, WDCM 00111, JCM 1464, BCRC 11034, BCRC 80739, CECT 5053, CECT 51, CECT 5863, CGMCC 1.2299, CIP A270, HAMBI 1399, HAMBI 26, HUT 8101, IAM 1056, IEM M15/65, IFO 3333, IMSNU 20332, IMSNU 20354, KACC 10488, KCTC 1056, KCTC 3063, LMG 4050, NBIMCC 1439, NBRC 3333, NCCB 78001, NCFB 947, NCIMB 10474, NCIMB 9278, NRIC 1094, NRRL B-287, PCM 525, VKM Ac-2230, VKM B-1314, VKM B-1813, VTT E-93442, NCDO 947, NRRL: B-287, CCUG 5898",1,"Micrococcus luteus",15
,,,,,5
12612,AA-1042,"DSM 11053, IFO 16127, NBRC 16127, JCM 11651, IMSNU 22078, KACC 14501, KCTC 9822",1,"Microlunatus antarcticus",5
12613,"J47, Ben-108","DSM 12936, ACM 5120, JCM 13522, CCUG 43143, Ben 108, CIP 107259, KACC 14261",1,"Microlunatus capsulatus",10
,,,,,6
,,,,,8
12614,"EL-17A, EL-17AT","DSM 11465, ATCC BAA-165, NCFB 3066, JCM 11951, CIP 106992, KACC 15021, NCIMB 703066",1,"Microlunatus lacustris",10
,,,,,6
,,,,,8
12629,"CC-012602, CC-12602","DSM 21800, CCM 7685, CCUG 58049, JCM 18709",1,"Microlunatus soli",7.5
12615,"J14, Ben-107","DSM 21308, ACM 5121, JCM 16540, Ben 107, CIP 107258, KACC 14247",1,"Microlunatus spumicola",10
,,,,,6
,,,,,8
7965,,"DSM 43813, ATCC 27029, CBS 129.76, IFO 16155, IMET 8216, INA 9442, JCM 10878, KCC A-0232, NBRC 16155, NRRL B-16091, BCRC 12538, CECT 3289, CGMCC 4.2103, CGMCC 4.5705, IFO 16125, MTCC 1047, NBRC 16125, VKM Ac-1936, IFO 14068, JCM 3232, VKM Ac-613, NBRC 14068",1,"Micromonospora aurantiaca",5
7983,TT1-11,"DSM 44815, JCM 12357, PCU 239, CGMCC 4.5704, CIP 108632, NBRC 101913, TISTR 1532",1,"Micromonospora auratinigra",10
,,,,,6
,,,,,8
7889,36,"DSM 43143, ATCC 27008, IFO 13504, KCC A-0175, NBRC 13504, JCM 3175, CBS 875.71, IFM 1280, IMET 8210, IMSNU 20084, KCTC 9368, NCIMB 12665, RIA 1560, VKM Ac-661",1,"Micromonospora coerulea",5
7982,LK2-10,"DSM 44814, JCM 12345, PCU 238, TISTR 1531, CIP 108667, NBRC 101912, NRRL B-24761",1,"Micromonospora eburnea",10
,,,,,6
,,,,,8
7984,AA-459,"DSM 44398, CIP 108382, IFAM AA-459, JCM 12677, NBRC 101889, NRRL B-24248",1,"Micromonospora endolithica",10
,,,,,6
,,,,,8
8016,JSM1-1,"DSM 45555, JCM 12870, PCU 269, TISTR 1566",1,"Micromonospora marina",7
7980,6393-C,"DSM 44100, ATCC 49364, FERM BP-1196, IFO 14550, NBRC 14550, NRRL B-16490, JCM 9104, CGMCC 4.5527, CIP 106812, IMSNU 22003, KCTC 9354, VKM Ac-2009",1,"Micromonospora matsumotoensis",10
,,,,,6
,,,,,8
7985,,"DSM 44830, LMG 22229, NBRC 101890, NRRL B-24769, WA 201, JCM 13240, CIP 108755",1,"Micromonospora mirobrigensis",10
,,,,,6
,,,,,8
8015,,"DSM 45175, LMG 24546, GUI 15, JCM 17025",1,"Micromonospora pisi",7.5
8031,"MS 426","DSM 45558, CGMCC 4.3550, JCM 15670, NBRC 107745",1,"Micromonospora sediminimaris",5
132026,,"DSM 101760, NRRL B-65345, TMS 7",1,"Micromonospora terminaliae",10
,,,,,15
,,,,,20
,,,,,5
8008,TVU1,"DSM 45142, JCM 18297, NRRL B-24576",1,"Micromonospora tulbaghiae",5
13414,P101,"DSM 43017, ATCC 15386, CBS 484.63, DSM 43018, DSM 43754, IFO 12207, KCC A-0036, NBRC 12207, NCIB 9602, NRRL B-3044, CCUG 5913, JCM 3036, BCRC 13426, CGMCC 4.1089, CGMCC 4.1324, CGMCC 4.1483, IFM 1235, IMET 9550, KACC 20054, KCTC 9115, KCTC 9150, KCTC 9480, MTCC 320, NBIMCC 3641, NCIMB 9602, VKM Ac-681, VTT E-073030",1,"Saccharomonospora viridis",7.5
130401,TFB,"DSM 28869, ATCC BAA-817, CIP 108443, IAM 15034, JCM 11936, KCTC 12101",1,"Balneimonas flocculans",10
,,,,,6
,,,,,8
10522,SGLY2,"DSM 15089, CIP 108159, LMG 18919, JCM 21462, IAM 14991",1,"Microvirgula aerodenitrificans",10
,,,,,6
,,,,,8
10521,104,"DSM 736, ATCC 27510, CCUG 13793, CIP 107296, JCM 21425, IAM 14943, IFO 15328, LMG 4329, NBRC 15328, VKM B-1401",0,"Aquaspirillum dispar",10
,,,,,6
,,,,,8
137567,,"CIP 107820",1,"Minibacterium massiliensis",10
,,,,,6
,,,,,8
5830,"AA-826, AA-826T","DSM 44406, IFAM AA-826, CCUG 61915, JCM 12207, CIP 106529, CGMCC 1.10830",1,"Modestobacter multiseptatus",10
,,,,,6
,,,,,8
134260,"LIT2, LIT 2","CCUG 52917, CIP 109206",1,"Modicisalibacter tunisiensis",10
8153,L-3,"DSM 6328, ATCC 10900, CDC KC745, IMET 11301, JCM 17254, CCUG 2133, NCTC 11013, LMG 986, NCDC KC 745, CIP 70.40, IAM 12313, LMG 5299, KSC 494",1,"Moraxella bovis",10
,,,,,6
,,,,,8
8211,DSK1,"DSM 14879, CIP 106291, JCM 10249",1,"Moritella japonica",10
,,,,,6
,,,,,8
132847,MP-1,"DSM 104096, ATCC 15381, CCUG 20304, CIP 102861, LMG 10934, NCIMB 1144",1,"Moritella marina",10
,,,,,6
,,,,,8
134519,2674,"CIP 108120, JCM 11435, LMG 21259",1,"Moritella profunda",10
,,,,,6
,,,,,8
133699,SW-63,"KCCM 41646, JCM 11811, CIP 108790",1,"Flagellimonas marinaquae",10
,,,,,6
,,,,,8
166844,HME9304,"KCTC 32464, KACC 17618, CECT 8418, HME 9304",1,"Flagellimonas maritima",6
133698,"SW-62, KCMM 41645","KCCM 41645, JCM 11812, CIP 108791",1,"Flagellimonas flavescens",10
,,,,,8
5619,B1,"DSM 13258, KCTC 12948, LMG 19739, CIP 107369, KCTC 62007",1,"Flagellimonas ruestringensis",10
,,,,,6
,,,,,8
12590,XJEEM-11063,"DSM 21949, CCTCC AA 208063, JCM 19555, XJEEM 11063, CCTCC AB 208063",1,"Myceligenerans halotolerans",7.5
133809,MB1-14,"CCTCC AB 209002, KCTC 19753, JCM 19955",1,"Mycetocola manganoxydans",<5
8536,AR30097,"DSM 44942, ATCC BAA-1242, CCUG 58731, JCM 32216",1,"Mycobacterium arupense",5
8379,"358, 14 121 0001","DSM 43999, ATCC 23366, JCM 6366, NCTC 10437, CCUG 70546, LMG 19255, CIP 104465, KCTC 9955, NRRL B-4037, Tsukamura 358, CCUG 37666, HAMBI 2275",1,"Mycobacterium aurum",10
,,,,,6
,,,,,8
137077,"14 121 0005 (A+ Rebuffet)","CIP 104482",0,"Mycobacterium aurum",10
8519,"MF-657, W5998","DSM 44677, ATCC 49935, CCUG 47580, CIP 107829, JCM 15653",1,"Mycobacterium boenickei",5
8521,"MF-614, W6743","DSM 44680, ATCC 49938, CCUG 47584, CIP 107830, JCM 15654",1,"Mycobacterium brisbanense",5
8574,czh-42,"DSM 45433, ATCC BAA-1373, CIP 109269, JCM 16369",1,"Mycobacterium crocinum",<5.0
131823,"MF-89, W5198","DSM 44676, ATCC 49403, CDC 80-719, CCUG 47581, JCM 15656, CIP 107828",1,"Mycobacterium houstonense",5
8347,M05,"DSM 45541, CCUG 62053, JCM 17461",1,"Mycobacterium iranicum",5
158795,,"CIP 110823, ATCC BAA-2758, GPK 1020",1,"Mycobacterium komaniense",5
8589,01-305,"DSM 45576, KCTC 19819, JCM 19956",1,"Mycobacterium koreense",5
158311,,"CECT 9646, DSM 107316, NCTC 11659",1,"Mycobacterium kyogaense",8
133382,,"ATCC BAA-2759, CIP 110822, WCM 7299",1,"Mycobacterium malmesburyense",5
8273,140120001,"DSM 44344, ATCC 927, NCIMB 1297, NCMB 1303, NCTC 2275, TMC 1218, JCM 17638, CCUG 20998, CCUG 27843, CECT 3024, CECT 7091, CIP 104528, IFM 10630, JCM 12275, NCMB 1476, DSM 43225",1,"Mycobacterium marinum",10
,,,,,8
8591,DL49,"DSM 45633, JCM 17932, NCCB 100399",1,"Mycobacterium minnesotense",5
8520,"MF-465, W6705","CCUG 47582, CIP 107827, CIP 105354, DSM 44679, ATCC 49404, CDC 87-1098, JCM 15659",1,"Mycobacterium neworleansense",5
8533,,"DSM 44648, ATCC BAA-614, HSC 68, JCM 13015, CIP 108112, KCTC 9979",1,"Mycobacterium parascrofulaceum",5
