ID,designation_header,strain_number_header,is_type_strain_header,species,"Salt concentration"
2959,,"DSM 11556, ATCC 9786, NCIB 9010, NRRL B-2065, CCUG 49452, IAM 14978, LMG 4393, JCM 21449, CIP 63.18, IFO 14925, NBRC 14925, NCIMB 9010, NCMB 59, CCUG 13728, NRRL: B-2065",1,"Giesbergeria sinuosa",10
,,,,,6
,,,,,8
2961,D-419,"DSM 12825, CIP 107340, VKM B-2350, CCUG 64015",1,"Giesbergeria voronezhensis",10
,,,,,6
,,,,,8
134128,IC154,"ACAM 1061, CIP 108528, KCTC 62006",1,"Gillisia hiemivivida",10
,,,,,6
,,,,,8
5600,R-8282,"DSM 15749, LMG 21470, CIP 108418",1,"Gillisia limnaea",10
,,,,,6
,,,,,8
,,,,,<5
17899,,"DSM 19667, CGMCC 1.7008, QM 42",1,"Gilvimarinus chinensis",5
133296,12-2,"DSM 102813, KCTC 52141, NBRC 111987",1,"Gilvimarinus japonicus",10
,,,,,15
179,M343/98/2,"DSM 15436, CCUG 41708, CIP 106873",1,"Gleimia coleocanis",10
,,,,,6
,,,,,8
138197,,"CIP 105308, CCUG 32789 A, ATCC 700353, LMG 18454, DMMZ 2241",1,"Gleimia europaea",10
,,,,,6
,,,,,8
172,,"DSM 11077, CCUG 35467, DMMZ 1113, CIP 105400",0,"Gleimia europaea",10
,,,,,6
,,,,,8
173,,"DSM 11078, CCUG 35470, DMMZ 1284, CIP 105309",0,"Gleimia europaea",10
136407,,"CIP 105401, DMMZ 2233",0,"Gleimia europaea",10
,,,,,6
,,,,,8
231,1152-78,"DSM 7447, ATCC 51173, NCFB 2835, CCUG 32999, CIP 107044, CCM 4548",1,"Globicatella sanguinis",6.5
234,,"DSM 15739, CCUG 44365, CIP 107175, LMG 18844, GEM 604",1,"Globicatella sulfidifaciens",6.5
43,"CFN-Ca54, CFN-Ca54T","DSM 13594, ATCC 700988, CIP 107161",1,"Gluconacetobacter azotocaptans",10
,,,,,6
,,,,,8
44,"CFN-Cf55, CFN-Cf55T","DSM 13595, ATCC 700987, CIP 107160",1,"Gluconacetobacter johannae",10
,,,,,6
,,,,,8
41,,"DSM 5603, ATCC 14835, CCUG 18124, IAM 1834, IFO 12388, LMG 1381, LMG 1382, NBRC 12388, NCIMB 9136, JCM 17840, BCRC 12950, CCM 3621, CIP 103109",1,"Gluconacetobacter liquefaciens",10
,,,,,6
,,,,,8
42,,"DSM 12717, SRI 1794, CIP 106693",1,"Gluconacetobacter sacchari",10
,,,,,6
,,,,,8
138432,,"CIP 106061, ATCC 33280, IFO 12467, NBRC 12467",1,"Gluconobacter sphaericus",10
,,,,,6
,,,,,8
7602,Re117,"DSM 16368, CIP 108037, JCM 13566, IAM 15318, NCIMB 14258, VTT E-072719",1,"Glutamicibacter arilaitensis",10
,,,,,6
,,,,,8
7601,Ca106,"DSM 16367, CIP 108036, CCUG 52342, JCM 13567, IAM 15319, NCIMB 14259",1,"Glutamicibacter bergerei",10
,,,,,6
,,,,,8
133107,,"DSM 101718, KCTC 39692, KLBMP 5180",1,"Glutamicibacter halophytocola",13
7582,"NANDA-189, A-189","DSM 12798, ATCC 33408, NCIMB 10583, JCM 11565, CIP 102716, IAM 14869, KCTC 3381, LMG 16219, NBRC 103060, VTT E-072694",1,"Glutamicibacter nicotianae",7.5
7568,U-23,"DSM 20647, ATCC 21749, JCM 11944, BCRC 14857, CGMCC 1.2821, CIP 102367, FERM P-789, IFO 15515, KCTC 3482, LMG 16220, NBRC 15515, NCDO 2282, NCIMB 702282, VKM Ac-1979",1,"Glutamicibacter uratoxydans",7.5
5840,LLR-39Z-86,"DSM 44727, JCM 14910, NRRL B-16327, NBRC 103888",1,"Glycomyces algeriensis",5
5841,DPL-G-76,"DSM 44726, JCM 14911, NRRL B-16153, NBRC 103886",1,"Glycomyces arizonensis",5
5842,LLR-37B-118,"DSM 44724, JCM 14912, NBRC 107746, NRRL B-16149, NBRC 104152",1,"Glycomyces lechevalierae",5
159724,,"CCTCC AA 2017005, KCTC 39932, TRM 41368",1,"Glycomyces xiaoerkulensis",5
10578,"E9028, N934","DSM 43978, ATCC 33611, JCM 6046, CIP 104184, IFO 16046, KCTC 9808, NBRC 108223, NBRC 16046, NRRL B-16934, PCM 2573",1,"Gordonia aichiensis",10
10585,2102-488,"DSM 44369, IFO 16433, JCM 10677, NBRC 16433, HKI 0136, CIP 106363, IFM 10352, KCTC 9951, NCIMB 13615",1,"Gordonia alkanivorans",10
,,,,,5
,,,,,8
10576,"Se6, A-0171","DSM 43392, ATCC 27808, CCM 2753, DSM 43376, DSM 43587, IMET 7518, IMRU 3960, JCM 3171, KCC A-0171, NCIB 11222, BCRC 13728, CECT 5704, CGMCC 4.1126, CGMCC 4.1494, CIP 104501, HAMBI 2282, IFM 0210, IFO 15530, IMSNU 21177, KCTC 9803, NBRC 15530, NCIMB 11222, NRRL B-16281, NRRL B-8176, VKM Ac-801",1,"Gordonia amarae",6
,,,,,8
10542,3410,"DSM 43247, ATCC 25592, JCM 3198, KCC A-0198, NCTC 10667, BCRC 13721, CCM 2631, CCUG 20989, CCUG 34317, CCUG 34956, CIP 100847, IFM 0150, IFO 16047, IMET 7370, IMSNU 22088, JCM 3231, KCTC 3076, LMG 5355, NBRC 16047, PCM 2167, VKM Ac-956",1,"Gordonia bronchialis",10
,,,,,8
10545,"50006, Gdf N885","DSM 46035, CIP 104658, IMET 7420, Tsukamura 50006, Tsukamura E3413",0,"Gordonia bronchialis",10
,,,,,8
10546,50017,"DSM 46036, CIP 104659, IMET 7421, Tsukamura 50017, Tsukamura E3924",0,"Gordonia bronchialis",10
,,,,,8
10547,"6520, Gdf N932, N 932","DSM 46088, CIP 104652, IMET 7571, Tsukamura 55003, Tsukamura 6520",0,"Gordonia bronchialis",10
,,,,,6
,,,,,8
10580,"K 718a","CCUG 38498, DSM 44140, CIP 105097, JCM 10105, ATCC 700255, CECT 7018, IFO 16056, KCTC 9816, NBRC 16056, PCM 2574",1,"Gordonia hirsuta",10
,,,,,5
,,,,,6
,,,,,8
10579,1610/1b,"DSM 44015, ATCC 700089, CIP 104672, IFO 16057, NBRC 16057, CCUG 38497, CECT 7021, JCM 10086, BCRC 16394, KCTC 9814, PCM 2575",1,"Gordonia hydrophobica",7.5
10623,AD-6,"DSM 45646, CCTCC AB 209144, JCM 31031, NRRL B-59395",1,"Gordonia neofelifaecis",10
166494,RS15-1S,"TBRC 8485, NBRC 113446",1,"Gordonia oryzae",14
,,,,,9.0-13.0
10598,Kd2,"DSM 44302, ATCC BAA-14, IFO 16320, JCM 10675, NBRC 16320, CIP 106350, IFM 10351, KCTC 9953, NCIMB 13616",1,"Gordonia polyisoprenivorans",10
,,,,,6
,,,,,8
10596,141,"DSM 44383, IFO 16068, NBRC 16068, JCM 10426, BCRC 16393, CIP 105727, IFM 10357, KCTC 9824, NCIMB 13848, VKM Ac-2072",1,"Gordonia rhizosphera",10
,,,,,8
10559,,"DSM 43197, ATCC 14352, JCM 3204, KCC A-0204, NCIB 9664, CCUG 34957, LMG 5367, CIP 104661, BCRC 12520, IFM 10321, IFO 16048, IMET 7277, KCTC 9802, LMG 4083, NBRC 101908, NBRC 16048, NCIMB 9664, VKM Ac-1016, IMET 7217, ICPB 4415",1,"Gordonia rubripertincta",7.5
10567,"Gdf N658, M658, T4","DSM 46066, CIP 104650, IMET 7481, Tsukamura 3606",0,"Gordonia rubripertincta",10
,,,,,8
10606,KAIST,"DSM 44576, CIP 108158, NRRL B-24155, SPR 2, JCM 13435, BCRC 16380, IFM 10619, NBRC 108236",1,"Gordonia sihwensis",10
,,,,,6
,,,,,8
10608,J72,"DSM 44455, NCIMB 13802, JCM 12126, CIP 108187, NBRC 110696",1,"Gordonia sinesedis",10
,,,,,6
,,,,,8
10571,N935,"DSM 43979, ATCC 33610, JCM 6048, CIP 104182",0,"Rhodococcus obuensis",10
,,,,,8
10572,E6324,"DSM 44019, ATCC 33609, JCM 6047, CIP 104183, NCIMB 13125, NRRL B-16936",0,"Rhodococcus chubuensis",10
10548,3612,"DSM 43249, ATCC 25594, NCTC 10669, JCM 3206, BCRC 13382, CCM 2633, CCUG 34959, CECT 5707, CIP 104295, IFM 0161, IFO 16050, IMET 7371, JCM 3229, KCTC 9807, LMG 5369, NBRC 100016, NBRC 16050, NRRL B-16283, VKM Ac-1023, CCUG 12164",1,"Gordonia terrae",5
138110,"W 5381","CIP 104939",0,"Gordonia terrae",10
,,,,,8
138132,5382,"CIP 104940",0,"Gordonia terrae",10
,,,,,8
10603,"ID 3752, Kb 2","DSM 44215, JCM 11757, NRRL B-24152, CCUG 46924, CIP 107642, IFM 10629, KCTC 9954, NBRC 108237",1,"Gordonia westfalica",10
1256,B1761,"DSM 18845, CIP 107105, JCM 12212, KCTC 3846, LMG 18422",1,"Gottfriedia luciferensis",10
,,,,,6
,,,,,8
1469,"BH 097","DSM 19028, KCTC 13130",1,"Gracilibacillus bigeumensis",20.0
,,,,,5.0
,,,,,7.0
1461,T-16x,"DSM 17256, ATCC BAA-1190, CIP 109592, IAM 15263, JCM 21714",1,"Gracilibacillus boraciitolerans",11.0
1463,YIM-C55.5,"DSM 17856, CGMCC 1.6303",1,"Gracilibacillus halophilus",15.0
,,,,,7.0-30.0
1464,BH312,"DSM 19029, KCTC 13129",1,"Gracilibacillus lacisalsi",5.0-7.0
23743,XH-63,"DSM 28158, AS 1.4250, CCM 7326, CECT 7097, CIP 109259",1,"Gracilibacillus orientalis",10
1462,,"DSM 17858, CGMCC 1.6304, YIM C229, CIP 108074",1,"Gracilibacillus quinghaiensis",10
,,,,,6
,,,,,8
1465,,"DSM 19802, CCTCC AA 208015, YIM 91119",1,"Gracilibacillus saliphilus",10.0-15.0
1466,TP2-8,"DSM 23862, JCM 15569, PCU 304, TISTR 1881, CGMCC 1.10450",1,"Gracilibacillus thailandensis",5.0-10.0
140707,WDS2C40,"KCTC 52042, MCCC 1H00135",1,"Gracilimonas halophila",6-8
24739,,"DSM 21985, ACCC 10717, YIM J14",1,"Gracilimonas mengyeensis",6.5
2274,GaD,"DSM 9848, ATCC 49175, CIP 103243, CCUG 27637 A, CCUG 27809",1,"Granulicatella adiacens",6.5
135897,C28,"CIP 103899",0,"Granulicatella adiacens",6.5
2276,M1975/96/1,"DSM 15827, ATCC 700813, CCUG 37380, CIP 105938",1,"Granulicatella balaenopterae",6.5
2275,"B1333, B-1333","DSM 11693, CCUG 38949, CCM 4945, CIP 105513",1,"Granulicatella elegans",6.5
135911,A-5980,"CIP 105512",0,"Granulicatella elegans",6.5
138,TPB6028,"DSM 22516, LMG 25274, VKM B-2571",1,"Granulicella aggregans",5.0
139,OB1010,"DSM 22464, LMG 25275",1,"Granulicella paludicola",5.0
137,TPB6011,"DSM 21001, VKM B-2509",1,"Granulicella pectinivorans",5.0
136,"T4, TPO-1014","DSM 18704, ATCC BAA-1396, TPO 1014",1,"Granulicella rosea",5.0
140804,96-237,"CECT 9029, KCTC 42960, LMG 29238",1,"Grimontia celeris",9
17219,75-80,"DSM 15132, ATCC 33564, CDC 0075-80, IMET 12291, CCUG 13625, NCTC 11640, LMG 17719, CIP 101886, JCM 1283, BCRC 15890, CAIM 625, CDC 75-80, CECT 5069, LMG 13542",1,"Grimontia hollisae",10
,,,,,8
135535,"VH-1 (AMC)","CIP 104354, LMG 21538",0,"Grimontia hollisae",10
,,,,,8
133746,PU-02,"KCTC 13808, JCM 17593",1,"Gryllotalpicola kribbensis",5
3081,"B 187","DSM 20154, NCDO 1718, ATCC 13722, CIP 108568, IAM 15030, IFO 15706, TISTR 1514",1,"Gulosibacter faecalis",10
7329,ON4,"DSM 13485, CCUG 49965, LMG 21909, JCM 13320, CIP 108515, IAM 15172, NCIMB 14246",1,"Gulosibacter molinativorax",10
,,,,,6
,,,,,8
6091,204,"DSM 6132, ATCC 49870",1,"Guyparkeria halophila",23.2
,,,,,5.8
6092,R3,"DSM 7121, ATCC 51453",1,"Guyparkeria hydrothermalis",11.6
140661,YC6258,"NBRC 109345, KCCM 43015",1,"Gynuella sunshinyii",12
136703,9,"CIP 107725, CCUG 47968",1,"Haematobacter massiliensis",10
,,,,,6
,,,,,8
137875,1007-85,"CIP 102026",0,"Haemophilus parainfluenzae",10
,,,,,6
,,,,,8
5851,FR1050,"DSM 17046, JCM 12486, KCTC 12277, CIP 108747, IMSNU 60136",1,"Hahella ganghwensis",10
,,,,,5
,,,,,6
,,,,,8
5972,D43,"DSM 19505, JCM 15962, KCTC 4055",1,"Haladaptatus cibarius",10-30
,,,,,15
133566,ROI-28,"CGMCC 1.7737, JCM 15771",1,"Haladaptatus litoreus",19.72
,,,,,9.86-29.58
1516,BH2,"DSM 18494, JCM 14192, BCRC 80128, CIP 109651",1,"Halalkalibacillus halophilus",05-25
,,,,,12.5
1241,C-11,"DSM 16731, JCM 9152, CIP 109021, FERM 3071",1,"Alkalihalobacillus hemicellulosilyticus",7.5
140404,B16-24,"DSM 29791, NCAIM B.02610",1,"Halalkalibacter kiskunsagensis",5-10
,,,,,5-7
1252,AM31D,"DSM 18225, IAM 15000, JCM 11691, NCIMB 13904, CIP 108137, NBRC 102362",1,"Halalkalibacter krulwichiae",10
,,,,,6
,,,,,8
1262,Kh10-101,"DSM 23308, CIP 109247, JCM 13040, ATCC BAA-1137",1,"Halalkalibacter okhensis",5
1240,N-1,"DSM 2521, ATCC 21832, FERM P-1138, JCM 9140, CIP 109022, FERM 1138",1,"Halalkalibacter wakoensis",5
5982,CEJFG43,"DSM 23230, JCM 16696",1,"Halanaerobacter jeridensis",15
,,,,,6-30
24065,"1Sehel, 1Sehl","DSM 25582, JCM 18213",1,"Halanaerobium sehlinense",05-30
,,,,,20
5977,MH1-52-1,"DSM 22442, CECT 7534, JCM 16109",1,"Halarchaeum acidiphilum",18-30
,,,,,21-24
134070,MH1-136-2,"JCM 16331, CECT 7573",1,"Halarchaeum nitratireducens",09-30
,,,,,19.5
24088,MH1-16-3,"DSM 22443, CECT 7535, JCM 16108",1,"Halarchaeum rubridurum",09-30
,,,,,19.5
24087,MH1-34-1,"DSM 27207, CECT 7574, JCM 16330",1,"Halarchaeum salinum",12-30
,,,,,18
23577,S1-72,"DSM 27932, KCTC 23430, NBRC 107742",1,"Parahalioglobus pacificus",<5
133110,,"DSM 45977, CGMCC 4.7115, AFM 10258",1,"Haloactinomyces albus",10-35
,,,,,20
17826,,"DSM 45211, KCTC 19409, YIM 93246",1,"Haloactinopolyspora alba",07-23
,,,,,12.5
11262,,"DSM 45015, CCTCC AA 206008, JCM 16004, YIM 90648",1,"Haloactinospora alba",09-21
,,,,,15
133728,EB21,"IBRC-M 10013, KCTC 4048",1,"Haloarchaeobius iranensis",12-30
,,,,,20
5906,arg-1,"DSM 12282, JCM 9737, ATCC 700875, CGMCC 1.4296, CGMCC 1.6166, CIP 105173, NCIMB 13542",1,"Haloarcula argentinensis",10
,,,,,6
,,,,,8
133624,HST01-2R,"BCC 40029, JCM 15759, PCU 313",1,"Haloarcula salaria",15-30
,,,,,22.5
133623,HST03,"BCC 40030, JCM 15760, PCU 314",1,"Haloarcula tradensis",15-30
,,,,,22.5
1347,AD-6,"DSM 18198, CGMCC 1.3703, CIP 109013, JCM 12771",1,"Halobacillus aidingensis",10.0
1355,FP5,"DSM 18525, ATCC BAA-1361",1,"Halobacillus alkaliphilus",10.0
130201,NEAU-ST10-40,"DSM 25866, CGMCC 1.12153",1,"Halobacillus andaensis",8.0
134280,ASL-17,"KCTC 13144, CCUG 54360, CIP 109718",1,"Halobacillus campisalis",6
,,,,,8
1348,D-8,"DSM 18199, CGMCC 1.3704, JCM 12772, CIP 109012",1,"Halobacillus dabanensis",10.0
1352,IGA7-4,"DSM 21559, IAM 15427, KCTC 13121, MBIC 08268, JCM 23212, NBRC 103569",1,"Halobacillus faecis",<15.0
1344,"X78, MA-2, MA-2T","DSM 14948, CIP 108359, LMG 21515",1,"Halobacillus karajensis",10
,,,,,10.0
,,,,,8
1349,"JS-Hb7, IS-Hb7","DSM 18393, JCM 14155, CIP 109650",1,"Halobacillus kuroshimensis",6.0
1343,SL-4,"DSM 10405, CIP 104798",1,"Halobacillus litoralis",10.0
1353,MS10,"DSM 21335, CCM 7397, CECT 7206",1,"Halobacillus mangrovi",10.0
,,,,,5.0-20.0
134682,,"CIP 108072, YIM KN2",1,"Halobacillus opalescens",10
,,,,,6
,,,,,8
1350,"JS-Hb4, IS-Hb4","DSM 18394, JCM 14154, CIP 109643",1,"Halobacillus profundi",10.0
1351,"HSL-3, SL-3","DSM 18897, CIP 108052, JCM 11546, KCCM 41590, CGMCC 1.3705, KCTC 3842",1,"Halobacillus salinus",23.0
,,,,,24.0
1356,,"DSM 21185, KCTC 13236, JSM 078133",1,"Halobacillus salsuginis",5.0-10.0
1354,ISL-50,"DSM 22302, CCUG 54358, KCTC 13145",1,"Halobacillus seohaensis",8.0
1342,SL-5,"DSM 10404, CIP 104797",1,"Halobacillus trueperi",10.0
1346,MSS-402,"DSM 17110, KCTC 3957, JCM 12929",1,"Halobacillus yeomjeoni",21.0
,,,,,>22.0
134335,HPC1-2,"BCC 24372, JCM 14661, PCU 302",0,"Halobacterium salinarum",15.08-24.94
,,,,,19.72-24.94
133787,MGY-184,"JCM 17821, KCTC 4100, NBRC 109044",1,"Halobaculum magnesiiphilum",06-30
,,,,,10.5
133385,D90,"CGMCC 1.15501, JCM 31273",1,"Halobaculum roseum",10-30
,,,,,20
166103,ZY21,"CGMCC 1.16343, NBRC 113439",1,"Halobellus captivus",15-30
,,,,,18-20
134047,YC20,"CGMCC 1.12120, JCM 18361",1,"Halobellus inordinatus",10-28
,,,,,18
133720,TBN53,"CGMCC 1.10331, JCM 16811",1,"Halobellus limi",17.40
,,,,,8.12-29.58
23056,"CSW2.24.4, 2.24.4","DSM 18730, CGMCC 1.10710, JCM 14359",1,"Halobellus salinus",15.08-29.58
,,,,,19.72
5929,H4,"DSM 14522, ATCC BAA-364, NCIMB 13803, JCM 12289, CIP 108355",1,"Halococcus dombrowskii",10
,,,,,6
,,,,,8
134189,100A6,"JCM 12892, ACM 5227, CIP 109336",1,"Halococcus hamelinensis",12.5-30
,,,,,15
5923,"P-423, P423","DSM 5350, ATCC 49257, CCM 4147, CIP 108107, JCM 8878, CGMCC 1.6994, NCIMB 12837, VKM B-1770",1,"Halococcus saccharolyticus",10
,,,,,6
,,,,,8
159820,ZJ1,"CGMCC 1.16025, NBRC 112867, JCM 34382",1,"Halococcus salsus",10-30
,,,,,20
133061,JC271,"DSM 100016, KCTC 15474",1,"Halodesulfovibrio spirochaetisodalis",6
13515,,"DSM 45207, CCTCC AB 208140, YIM 93221",1,"Haloechinothrix alba",09-23
,,,,,15
13270,,"DSM 45216, KCTC 19403, YIM 93223, JCM 18118",1,"Haloechinothrix halophila",5
13275,,"DSM 45783, CCTCC AB 208326, JCM 15899, TRM F103",1,"Haloechinothrix salitolerans",5
24079,TM,"DSM 27206, CIP 107620, JCM 10717, KCTC 12962, NBRC 16590, CGMCC 1.5398, IFO 16590",1,"Haloferax volcanii",10
,,,,,6
,,,,,8
24080,SA5,"DSM 27209, ATCC BAA-1513, JCM 14791, UNSW 104100",1,"Haloferax elongans",17.4
,,,,,9.86-29.58
24077,ZJ206,"DSM 27190, CGMCC 1.5347, JCM 13917",1,"Haloferax larsenii",12.76-19.72
,,,,,5.8-27.84
5935,"Aa 2.2","DSM 14919, CCM 7023, CECT 5871, CIP 107410, JCM 9276, CGMCC 1.2151, CGMCC 1.5396, CGMCC 1.6161, NCIMB 13854",1,"Haloferax lucentense",10
,,,,,6
,,,,,8
24081,PA12,"DSM 27191, ATCC BAA-1512, JCM 14792, UNSW 104200, CGMCC 1.8488",1,"Haloferax mucosum",17.4
,,,,,9.86-29.58
5936,M6,"DSM 16227, CCM 7217, CIP 108334, JCM 12327, CGMCC 1.6100, CGMCC 1.6246",1,"Haloferax sulfurifontis",10
,,,,,6
,,,,,8
133412,XJ16,"KCTC 42259, MCCC 1H00120, CICC 23817",1,"Halofilum ochraceum",8-10
133594,RO1-6,"CGMCC 1.8711, JCM 16054",1,"Halogeometricum limi",12.18-30
,,,,,22.62
134312,BZ256,"KCTC 4017, JCM 14848",1,"Halogeometricum pallidum",17.98
,,,,,9.86-24.94
133607,RO1-4,"CGMCC 1.7736, JCM 15770",1,"Halogeometricum rufum",11-27
,,,,,21
5850,,"DSM 45210, JCM 16899, KCTC 19481, YIM 92370",1,"Haloglycomyces albus",10
133561,RO2-11,"CGMCC 1.7738, JCM 15772",1,"Halogranum rubrum",15.08-24.94
,,,,,22.62
24089,WSY15-H1,"DSM 26232, CGMCC 1.12371, JCM 18548",1,"Halolamina salifodinae",21.17
,,,,,9.28-31.32
134012,"GCMCC1.12285, WSY15-H3","JCM 18549, CGMCC 1.12285",1,"Halolamina salina",11.02-31.32
,,,,,19.72
133995,BNERC31,"JCM 17820, CECT 7537",1,"Haloarcula pellucida",20-30
,,,,,25
5875,AL-5,"DSM 19301, CECT 7257",1,"Halomicrobium mukohataei",20-30
,,,,,25
5874,arg-2,"DSM 12286, ATCC 700874, JCM 9738, NCIMB 13541, CGMCC 1.6192, CIP 105174, KCTC 12965",1,"Halomicrobium mukohataei",10
,,,,,6
,,,,,8
133717,TBN51,"CGMCC 1.10457, JCM 17095",1,"Halomicrobium zhouii",15.08
,,,,,8.12-29.58
167389,"H22, NRRC 113 231","CGMCC 1.16291, NBRC 113231",1,"Halomicrococcus hydrotolerans",10-30
,,,,,20
,,,,,5
6048,M8,"DSM 23775, CECT 7050, LMG 22904, CIP 108960",1,"Halomonas almeriensis",05-25
,,,,,7.5
6043,FP35,"DSM 16096",1,"Halomonas anticariensis",7.5
171070,FP35,"CIP 108499, LMG 22089, CECT 5854",1,"Halomonas anticariensis",6-10
6010,558,"DSM 30161, ATCC 14400, KCTC 22193, NCMB 557, CCUG 16157, LMG 3416, LMG 2853, IAM 12550, ZoBell and Upham 558, BCRC 12878, CECT 5000, CGMCC 1.2324, CIP 105454, LMD 73.17, NCIB 557, NCIMB 557, Zobell 558, ZoBell and Upham 558T, Zobell & Upham 55",1,"Halomonas aquamarina",6-10
133780,NTU-107,"BCRC 17999, KCTC 22876, JCM 16084",1,"Halomonas beimenensis",7.5
6036,LC1,"DSM 15516, ATCC BAA-759, CIP 108425",1,"Halomonas boliviensis",5
6067,SP4,"DSM 23438, CECT 7282, LMG 24145",1,"Halomonas cerina",7.5
134359,DQD2-30,"CGMCC 1.6443, LMG 23896",1,"Halomonas desiderata",05-10
6049,M29,"DSM 18045, CIP 109894, KCTC 12665",1,"Halomonas denitrificans",08-10
6011,"1H9, 1 H 9","DSM 2581, ATCC 33173, IAM 14166, JCM 21044, CCM 3756, CECT 4279, CIP 104264, LMG 9076, NBRC 15536, NCIMB 2198",1,"Halomonas elongata",8-10
133446,5CR,"CECT 7341, LMG 24455",1,"Halomonas fontilapidosi",6.25
140921,JJ-M1,"KACC 18117, JCM 30151",1,"Halomonas garicola",10
6051,M12,"DSM 18042, CIP 109897, KCTC 12662",1,"Halomonas gomseomensis",08-12
6054,SL014B-69,"DSM 23417, CGMCC 1.6133, LMG 23610",1,"Halomonas gudaonensis",12.5
6027,"HMSMF 1.1","DSM 5349, ATCC 19717, IAM 14439, NCMB 1971, JCM 21222, ACAM 71, CIP 105455, IFO 15537, LMG 4023, NBRC 15537, NCIB 8718, NCIMB 1971, NCIMB 8718",1,"Flavobacterium halmophilum",6
,,,,,8-10
6073,W1025,"DSM 21196, KCTC 22154",1,"Halomonas hamiltonii",6.25
6041,"1878c, Slthf2","DSM 15725, ATCC BAA-800, CECT 5814, CIP 108044",1,"Halomonas venusta",5.5
6063,Sp8,"DSM 19980, CCM 7522, CECT 7331",1,"Halomonas ilicicola",10
6050,M24,"DSM 18043, CIP 109896, KCTC 12663",1,"Halomonas janggokensis",10-15
6047,SS20,"DSM 23530, JCM 12237, KCTC 12127, CIP 108635",1,"Halomonas koreensis",6.5
6060,XK1,"DSM 19633, CGMCC 1.6981",1,"Halomonas korlensis",06-10
6062,BH843,"DSM 17892, KCTC 12584",1,"Halomonas kribbensis",5
6070,,"DSM 23508, CCTCC AB 206093, KCTC 12847, YIM 91125",1,"Halomonas lutea",05-10
133225,Q1U,"CGMCC 1.15122, KCTC 42517",1,"Halomonas lutescens",7.5
6030,S-31,"DSM 13445, CECT 5298, CIP 107277",1,"Halomonas maura",10
,,,,,6
,,,,,8
6032,R-5058,"DSM 14789, CIP 108825, LMG 20969",1,"Halomonas muralis",6-10
6068,11S,"DSM 23437, CECT 7281, LMG 24185",1,"Halomonas nitroreducens",6.25
6044,G-16.1,"DSM 16226, CCM 7142, CECT 5995, CIP 108269",1,"Halomonas organivorans",10
,,,,,6
,,,,,8
,,,,,8.75
133820,RS-16,"CECT 7896, LMG 26647",1,"Halomonas ramblicola",6.25
6064,5-3,"DSM 19122, CECT 7246, LMG 24084",1,"Halomonas sabkhae",05-25
,,,,,7.5
6057,,"DSM 23548, CGMCC 1.6493, JCM 14606, LMG 23976, AJ 275, CIP 109670",1,"Halomonas saccharevitans",5.25
158650,LCB169,"CGMCC 1.15818, KCTC 52618",1,"Halomonas saliphila",10-15
166135,,"MTCC 12313, LMG 30344, SBS 10",1,"Halomonas sambharensis",5.0-30.0
133160,CPS11,"KACC 18262, NBRC 110636",1,"Halomonas sediminicola",10
6055,SL014B-85,"DSM 23416, CGMCC 1.6444, LMG 23897",1,"Halomonas shengliensis",05-15
23064,AAD6,"DSM 21644, JCM 15723",1,"Halomonas smyrnensis",10
146291,,"CCUG 30822",0,"Halomonas sp.",6
6075,S18214,"DSM 21198, KCTC 22148",1,"Halomonas stevensii",5.25
6023,,"DSM 4683, ACAM 12, ATCC 43668, IAM 14167, UQM 2926, JCM 21045, CIP 104042, LMG 8824, NBRC 14766, NCIMB 12994",1,"Halomonas subglaciescola",10
,,,,,6
,,,,,8
6045,"BH539, 29.101","DSM 16463, CIP 109003, KCTC 12284",1,"Halomonas taeanensis",11
6042,Al12,"DSM 15911, CECT 5797, CIP 108433",1,"Halomonas ventosae",8
6077,SV325,"DSM 21020, LMG 24332",1,"Halomonas vilamensis",7.5
133533,,"CCTCC AB 208329, KCTC 22608, TRM 0175",1,"Halomonas xinjiangensis",11.5
134028,B6,"CGMCC 1.12450, JCM 18472",1,"Halomonas zincidurans",5
166473,F13-13,"CECT 9386, IBRC-M 11204",1,"Halonotius aquaticus",15-30
,,,,,25
5975,"1.15.5, CSW1.15.5","DSM 18729, CECT 7525, JCM 14355",1,"Halonotius pteroides",16-36
133906,,"CCTCC AB 2010456, JCM 17506, YIM 94188",1,"Halopelagius fulvigenes",10-30
,,,,,22.5
133592,RO5-2,"CGMCC 1.7739, JCM 15773",1,"Halopelagius inordinatus",15-28
,,,,,20-22
134022,BC12-B1,"CGMCC 1.12397, JCM 18758",1,"Halopelagius longus",10.44-34.8
,,,,,18.85
134008,"CC 65","IBRC-M10418, KCTC 4045",1,"Halopenitus malekzadehii",20.3
133781,DC30,"IBRC 10041, KCTC 4046",1,"Halopenitus persicus",10-25
,,,,,17
5974,"56, 98-618","DSM 13151, JCM 11628",1,"Halopiger aswanensis",23.75
,,,,,>10
24085,KCY07-B2,"DSM 26231, CGMCC 1.12284, JCM 18547",1,"Natrinema salifodinae",11.02-31.32
,,,,,18.27
5876,RE-101,"DSM 17983, JCM 14081, CGMCC 1.8972",1,"Haloplanus natans",15.08-24.94
,,,,,17.4
159759,MBLA0036,"KCTC 4239, JCM 31425",1,"Haloplanus salinarum",10-30
,,,,,15
163805,CBA1112,"JCM 30475, KCCM 43224",1,"Haloplanus rubicundus",15-35
,,,,,20
